varyMass
5.0, 1000.0, 15724.928433890454, 0.3178819705644855, 99.78108860388474, 99.38318123494828
7.0, 1000.0, 15724.92843388968, 0.31958789929922204, 139.69352404543864, 139.1364537289276
13.0, 1390.0, 22548.48561743824, 0.3048360132088419, 259.43083037010035, 258.68612611073695
14.0, 1500.0, 24553.07007353977, 0.3049735860986402, 279.3870480908773, 278.64379312811167
15.0, 1300.0, 20935.31127134513, 0.3081243808410363, 299.3432658116542, 298.42459482998146
17.0, 1244.0, 19943.492953551748, 0.3200590158230625, 339.25570125320814, 338.16774707875487
34.0, 1750.0, 29249.804633061223, 0.30165577119623777, 678.5114025064163, 676.963924409287
39.0, 1500.0, 24553.07007353505, 0.30227420399023686, 778.292491110301, 776.2219951425967
50.10969583474094, 1500.0, 24553.07007354426, 0.3014506453764625, 1000.0, 997.3396942777251
298.0, 2708.0, 49329.320039859376, 0.29680565716989804, 5946.95288079153, 5938.184354804684
325.0, 2029.0, 34737.838366947006, 0.3033586460078368, 6485.7707592525085, 6473.010687707442
1006.0, 2515.0, 44988.489208806684, 0.2948059192422079, 20075.95502710161, 20044.084121881224
