                                                          31 Oct 2024 13:52:21
Satellite-L2Orbit


    X (km)            Y (km)            Z (km)               Time (UTCG)      
-329205.818219     184835.420627      76094.140495    19 Dec 2016 19:55:42.150
-329359.797976     184658.934057      75928.515640    19 Dec 2016 19:57:20.808
-329516.864935     184481.517567      75753.683591    19 Dec 2016 19:59:04.108
-329679.702953     184300.132147      75566.590212    19 Dec 2016 20:00:54.133
-329849.256763     184113.778266      75365.935184    19 Dec 2016 20:02:51.939
-330024.358506     183923.758568      75152.950892    19 Dec 2016 20:04:57.129
-330205.052182     183729.994061      74927.540267    19 Dec 2016 20:07:10.113
-330395.685274     183527.845039      74684.089272    19 Dec 2016 20:09:34.607
-330594.880694     183318.810151      74424.101540    19 Dec 2016 20:12:10.184
-330798.222795     183107.434160      74153.387885    19 Dec 2016 20:14:53.807
-331012.582498     182886.492009      73862.808191    19 Dec 2016 20:17:51.492
-331236.012302     182657.942041      73554.887478    19 Dec 2016 20:21:02.280
-331472.015255     182418.125830      73224.709126    19 Dec 2016 20:24:29.868
-331715.456316     182172.133771      72879.483189    19 Dec 2016 20:28:10.367
-331971.002837     181915.081850      72512.693746    19 Dec 2016 20:32:08.594
-332240.188625     181645.265646      72122.144252    19 Dec 2016 20:36:26.794
-332516.867502     181368.625983      71716.920158    19 Dec 2016 20:40:59.677
-332809.737194     181076.221808      71284.454449    19 Dec 2016 20:45:56.502
-333114.394955     180772.182825      70831.389645    19 Dec 2016 20:51:13.635
-333445.134844     180441.925886      70336.542117    19 Dec 2016 20:57:07.165
-333785.686959     180101.331485      69824.423852    19 Dec 2016 21:03:20.799
-334146.058981     179739.989440      69280.294788    19 Dec 2016 21:10:06.312
-334523.788033     179359.904461      68708.152737    19 Dec 2016 21:17:22.010
-334920.543691     178958.891425      68105.802943    19 Dec 2016 21:25:10.823
-335348.948614     178523.529606      67454.403808    19 Dec 2016 21:33:49.236
-335793.018459     178069.368878      66778.645844    19 Dec 2016 21:42:59.295
-336272.316793     177575.599453      66049.198014    19 Dec 2016 21:53:06.729
-336777.456110     177050.908048      65280.825265    19 Dec 2016 22:04:01.537
-337314.147647     176488.339327      64465.360396    19 Dec 2016 22:15:52.818
-337880.321433     175888.914459      63606.498207    19 Dec 2016 22:28:39.645
-338487.447372     175239.097600      62687.444870    19 Dec 2016 22:42:39.746
-339131.438868     174541.632556      61715.037773    19 Dec 2016 22:57:49.962
-339817.780417     173788.793897      60681.654276    19 Dec 2016 23:14:20.588
-340555.954793     172967.928274      59573.757222    19 Dec 2016 23:32:28.531
-341336.748174     172086.848154      58405.881360    19 Dec 2016 23:52:03.468
-342171.563769     171130.000661      57161.631057    20 Dec 2016 00:13:25.959
-343062.320307     170091.920372      55838.823285    20 Dec 2016 00:36:43.059
-344016.981623     168959.478680      54426.267145    20 Dec 2016 01:02:11.975
-345034.745564     167729.203815      52925.682320    20 Dec 2016 01:29:56.684
-346123.232737     166386.802654      51326.210224    20 Dec 2016 02:00:15.526
-347278.352381     164931.620658      49634.007452    20 Dec 2016 02:33:08.071
-348514.217549     163339.174356      47828.287341    20 Dec 2016 03:09:05.840
-349833.946836     161597.231068      45904.076531    20 Dec 2016 03:48:23.323
-351240.594123     159692.275692      43856.023144    20 Dec 2016 04:31:16.249
-352735.400879     157611.739663      41680.816751    20 Dec 2016 05:17:58.524
-354329.186818     155327.506587      39360.460402    20 Dec 2016 06:09:04.313
-356022.756518     152822.745995      36890.567806    20 Dec 2016 07:04:51.769
-357821.972342     150070.204504      34258.151999    20 Dec 2016 08:05:52.085
-359725.551182     147049.829042      31459.145329    20 Dec 2016 09:12:25.835
-361737.869655     143728.439439      28479.282518    20 Dec 2016 10:25:09.832
-363818.844713     140144.862896      25368.584291    20 Dec 2016 11:43:05.832
-365958.385470     136289.648120      22131.685819    20 Dec 2016 13:06:19.267
-368143.943030     132156.093835      18775.509768    20 Dec 2016 14:34:51.761
-370360.590379     127740.809773      15309.344720    20 Dec 2016 16:08:40.630
-372589.100659     123048.845800      11748.287704    20 Dec 2016 17:47:32.674
-374805.640694     118097.077822       8114.712579    20 Dec 2016 19:31:00.473
-376981.068456     112919.983903       4441.037403    20 Dec 2016 21:18:15.923
-379073.791868     107594.826130        784.984378    20 Dec 2016 23:07:40.250
-380742.478312     103065.722982      -2233.796157    21 Dec 2016 00:40:01.708
-382318.040325      98519.962508      -5185.281962    21 Dec 2016 02:12:07.202
-384087.238036      93047.078969      -8640.878179    21 Dec 2016 04:02:13.986
-385989.433116      86631.686017     -12564.094823    21 Dec 2016 06:10:18.999
-387927.601139      79367.602989     -16851.431426    21 Dec 2016 08:34:08.694
-389832.780033      71248.961182     -21462.009936    21 Dec 2016 11:13:30.644
-391634.394057      62251.317677     -26363.941317    21 Dec 2016 14:08:35.105
-393256.614062      52334.393709     -31530.810537    21 Dec 2016 17:19:51.660
-394612.683577      41462.960070     -36929.371063    21 Dec 2016 20:47:45.367
-395605.457105      29601.298414     -42522.168339    22 Dec 2016 00:32:44.188
-396125.805282      16738.020996     -48255.930726    22 Dec 2016 04:34:52.038
-396056.925936       2886.966857     -54063.324830    22 Dec 2016 08:53:49.775
-395478.702470      -9154.203136     -58814.643667    22 Dec 2016 12:37:46.270
-394427.066119     -21188.855294     -63294.584660    22 Dec 2016 16:20:44.844
-392543.701065     -35653.961014     -68329.746841    22 Dec 2016 20:47:57.517
-389618.585988     -51947.525149     -73547.888626    23 Dec 2016 01:48:20.604
-385830.481573     -68292.339728     -78297.360735    23 Dec 2016 06:49:30.826
-381269.471939     -84359.484504     -82483.210862    23 Dec 2016 11:45:52.226
-376075.268526     -99856.934476     -86051.260615    23 Dec 2016 16:32:23.915
-370409.471998    -114571.632041     -88991.811894    23 Dec 2016 21:05:23.385
-364432.019477    -128374.524781     -91330.047132    24 Dec 2016 01:22:31.630
-358329.804538    -141120.613978     -93102.451220    24 Dec 2016 05:21:02.452
-352988.871066    -151406.026153     -94241.417258    24 Dec 2016 08:34:18.816
-347256.809873    -161710.419146     -95100.791119    24 Dec 2016 11:48:40.450
-342318.675320    -170073.692261     -95574.651912    24 Dec 2016 14:26:55.989
-337103.223854    -178463.294088     -95832.034933    24 Dec 2016 17:06:05.530
-332162.637944    -186042.971344     -95861.324494    24 Dec 2016 19:30:08.919
-327530.707793    -192861.443220     -95708.756879    24 Dec 2016 21:39:51.027
-323199.380564    -199011.511189     -95413.546280    24 Dec 2016 23:36:49.219
-319146.402720    -204587.154577     -95006.046137    25 Dec 2016 01:22:44.245
-315365.147166    -209646.255618     -94511.899722    25 Dec 2016 02:58:37.345
-311846.495223    -214240.195497     -93952.581509    25 Dec 2016 04:25:23.802
-308579.945515    -218414.224156     -93346.135007    25 Dec 2016 05:43:53.155
-305550.877397    -222212.337278     -92707.022380    25 Dec 2016 06:54:54.479
-302748.682533    -225668.199354     -92048.119302    25 Dec 2016 07:59:05.991
-300157.845355    -228817.326064     -91379.150184    25 Dec 2016 08:57:08.551
-297764.297048    -231689.905513     -90708.258811    25 Dec 2016 09:49:37.441
-295555.535462    -234311.440393     -90042.424821    25 Dec 2016 10:37:03.030
-293516.573087    -236708.102797     -89386.440425    25 Dec 2016 11:19:56.498
-291634.605846    -238901.605829     -88744.428687    25 Dec 2016 11:58:44.151
-289898.105395    -240910.700772     -88119.820738    25 Dec 2016 12:33:49.053
-288295.648847    -242752.835587     -87515.093785    25 Dec 2016 13:05:32.753
-286816.404196    -244443.818342     -86932.034334    25 Dec 2016 13:34:14.883
-285450.281773    -245997.837425     -86371.900628    25 Dec 2016 14:00:13.164
-284188.197255    -247427.323757     -85835.637016    25 Dec 2016 14:23:43.279
-283021.016854    -248744.273097     -85323.513005    25 Dec 2016 14:45:00.185
-281941.437204    -249958.224201     -84836.015655    25 Dec 2016 15:04:16.152
-280941.075273    -251079.620389     -84372.627738    25 Dec 2016 15:21:44.012
-280012.508284    -252117.570950     -83932.776464    25 Dec 2016 15:37:34.980
-279153.110846    -253075.639817     -83517.789336    25 Dec 2016 15:51:54.976
-278352.956049    -253965.384446     -83125.127589    25 Dec 2016 16:04:56.867
-277609.337738    -254790.192045     -82755.418979    25 Dec 2016 16:16:45.928
-276915.473567    -255557.884301     -82407.007830    25 Dec 2016 16:27:31.057
-276269.676489    -256270.566979     -82080.542031    25 Dec 2016 16:37:16.084
-275664.557937    -256936.582077     -81773.579638    25 Dec 2016 16:46:09.762
-275100.300358    -257555.883252     -81487.323442    25 Dec 2016 16:54:13.848
-274570.894285    -258135.198961     -81219.673373    25 Dec 2016 17:01:35.312
-274074.776114    -258676.348010     -80970.639903    25 Dec 2016 17:08:17.098
-273608.254767    -259183.452911     -80739.038671    25 Dec 2016 17:14:23.735
-273167.914965    -259660.301762     -80523.744385    25 Dec 2016 17:19:59.272
-272752.463130    -260108.363993     -80324.596746    25 Dec 2016 17:25:05.964
-272360.905778    -260528.789086     -80141.470547    25 Dec 2016 17:29:45.797
-271991.581243    -260923.447892     -79973.825113    25 Dec 2016 17:34:01.173
-271640.567512    -261296.603114     -79820.077689    25 Dec 2016 17:37:55.872
-271309.463881    -261646.636148     -79681.028216    25 Dec 2016 17:41:29.854
-270995.486069    -261976.590876     -79555.488544    25 Dec 2016 17:44:45.940
-270702.241339    -262282.818212     -79444.687873    25 Dec 2016 17:47:42.943
-270423.390329    -262572.084715     -79345.948556    25 Dec 2016 17:50:25.677
-270163.754336    -262839.553101     -79260.583995    25 Dec 2016 17:52:52.264
-269916.903682    -263092.022641     -79186.004969    25 Dec 2016 17:55:07.213
-269704.404636    -263307.809236     -79127.486237    25 Dec 2016 17:56:59.949
-269477.501392    -263536.513691     -79071.368785    25 Dec 2016 17:58:56.861
-269256.179439    -263757.764606     -79023.538219    25 Dec 2016 18:00:47.515
-269046.644763    -263965.448647     -78985.080273    25 Dec 2016 18:02:29.284
-268878.922658    -264130.360930     -78959.436229    25 Dec 2016 18:03:48.721
-268713.560503    -264291.733366     -78938.914335    25 Dec 2016 18:05:05.350
-268552.679557    -264447.515712     -78923.738115    25 Dec 2016 18:06:18.366
-268368.527743    -264624.289676     -78912.481536    25 Dec 2016 18:07:40.192
-268212.569682    -264772.657031     -78908.311087    25 Dec 2016 18:08:48.130
-268057.870128    -264918.562616     -78909.260246    25 Dec 2016 18:09:54.390
-267886.721562    -265078.462405     -78916.461596    25 Dec 2016 18:11:06.514
-267706.489346    -265245.063961     -78931.315446    25 Dec 2016 18:12:21.295
-267540.587354    -265396.750029     -78951.829145    25 Dec 2016 18:13:29.241
-267384.367494    -265538.082168     -78977.335384    25 Dec 2016 18:14:32.601
-267189.092058    -265712.652647     -79017.905762    25 Dec 2016 18:15:51.193
-267010.126990    -265870.558636     -79063.775455    25 Dec 2016 18:17:02.879
-266846.451225    -266013.204542     -79113.147818    25 Dec 2016 18:18:08.378
-266677.753403    -266158.441888     -79171.559698    25 Dec 2016 18:19:16.043
-266508.980302    -266301.923098     -79237.709700    25 Dec 2016 18:20:24.119
-266340.582575    -266443.271026     -79311.432674    25 Dec 2016 18:21:32.648
-266173.655277    -266581.605907     -79392.116702    25 Dec 2016 18:22:41.394
-266004.485295    -266720.010937     -79481.565056    25 Dec 2016 18:23:52.111
-265835.700740    -266856.333409     -79578.432422    25 Dec 2016 18:25:03.931
-265656.417263    -266999.241538     -79689.530806    25 Dec 2016 18:26:21.830
-265464.465735    -267150.141844     -79817.642061    25 Dec 2016 18:27:47.330
-265282.125028    -267291.535490     -79947.867197    25 Dec 2016 18:29:10.790
-265101.503550    -267429.792477     -80084.780576    25 Dec 2016 18:30:35.819
-264937.570486    -267553.784569     -80215.612443    25 Dec 2016 18:31:55.170
-264763.480842    -267683.974435     -80361.113743    25 Dec 2016 18:33:21.840
-264579.657367    -267819.864958     -80521.755538    25 Dec 2016 18:34:56.171
-264396.216718    -267953.944197     -80688.867208    25 Dec 2016 18:36:33.302
-264207.884781    -268090.105614     -80867.102743    25 Dec 2016 18:38:16.234
-264015.142051    -268227.991537     -81056.072015    25 Dec 2016 18:40:05.023
-263817.032595    -268368.281630     -81256.747270    25 Dec 2016 18:42:00.532
-263613.653850    -268510.904665     -81469.052900    25 Dec 2016 18:44:03.041
-263402.006066    -268657.945340     -81696.214958    25 Dec 2016 18:46:14.768
-263180.863100    -268810.210951     -81939.755106    25 Dec 2016 18:48:37.006
-262951.489756    -268966.803840     -82198.400040    25 Dec 2016 18:51:09.460
-262712.132531    -269128.907788     -82474.178085    25 Dec 2016 18:53:53.814
-262464.069072    -269295.656577     -82765.602604    25 Dec 2016 18:56:49.703
-262204.771871    -269468.755704     -83075.582612    25 Dec 2016 18:59:59.447
-261931.901477    -269649.757808     -83406.908240    25 Dec 2016 19:03:25.422
-261651.059242    -269834.975052     -83752.590458    25 Dec 2016 19:07:03.916
-261359.966164    -270025.969147     -84115.091850    25 Dec 2016 19:10:57.062
-261043.687741    -270232.528077     -84512.935177    25 Dec 2016 19:15:17.732
-260723.780617    -270440.607368     -84918.709708    25 Dec 2016 19:19:48.792
-260384.150335    -270660.746175     -85352.349193    25 Dec 2016 19:24:44.262
-260031.729312    -270888.496141     -85804.583688    25 Dec 2016 19:29:58.753
-259656.669907    -271130.271226     -86287.555443    25 Dec 2016 19:35:41.723
-259260.738784    -271384.974228     -86798.448647    25 Dec 2016 19:41:52.421
-258838.675145    -271656.037792     -87343.396111    25 Dec 2016 19:48:36.663
-258401.374028    -271936.528161     -87907.578678    25 Dec 2016 19:55:44.637
-257932.001940    -272237.303505     -88511.856401    25 Dec 2016 20:03:33.526
-257431.567109    -272557.767100     -89153.903286    25 Dec 2016 20:12:03.407
-256906.079781    -272894.124717     -89824.915017    25 Dec 2016 20:21:08.910
-256342.867565    -273254.534905     -90539.822541    25 Dec 2016 20:31:04.005
-255733.018226    -273644.734682     -91308.316562    25 Dec 2016 20:41:59.373
-255085.538484    -274058.982065     -92117.290944    25 Dec 2016 20:53:46.424
-254392.324957    -274502.461214     -92975.014787    25 Dec 2016 21:06:34.886
-253651.245538    -274976.505940     -93881.997263    25 Dec 2016 21:20:28.068
-252858.810614    -275483.279650     -94840.181473    25 Dec 2016 21:35:30.765
-252002.063091    -276030.946635     -95862.453873    25 Dec 2016 21:51:58.743
-251082.910141    -276618.098889     -96943.404734    25 Dec 2016 22:09:50.787
-250094.052109    -277249.130101     -98088.268811    25 Dec 2016 22:29:16.223
-249025.992339    -277929.721889     -99304.169367    25 Dec 2016 22:50:27.067
-247872.703416    -278663.201257    -100593.588638    25 Dec 2016 23:13:31.249
-246625.416429    -279454.466581    -101961.452899    25 Dec 2016 23:38:39.921
-245279.194311    -280305.778442    -103407.836646    26 Dec 2016 00:05:59.493
-243815.868407    -281227.492608    -104946.138788    26 Dec 2016 00:35:52.399
-242223.602915    -282225.585062    -106581.633351    26 Dec 2016 01:08:33.308
-240497.486541    -283301.304838    -108311.610861    26 Dec 2016 01:44:08.084
-238619.926668    -284463.350204    -110145.165091    26 Dec 2016 02:22:57.936
-236580.791696    -285715.193466    -112082.675887    26 Dec 2016 03:05:14.494
-234350.216795    -287071.646660    -114141.534568    26 Dec 2016 03:51:33.519
-231918.274408    -288534.386222    -116318.438931    26 Dec 2016 04:42:05.429
-229269.955510    -290107.274749    -118613.508557    26 Dec 2016 05:37:06.304
-226374.029453    -291802.552119    -121038.762773    26 Dec 2016 06:37:11.682
-223207.009395    -293626.248115    -123596.720564    26 Dec 2016 07:42:46.522
-219735.137865    -295588.435970    -126295.273212    26 Dec 2016 08:54:27.437
-215931.626384    -297692.991368    -129133.497879    26 Dec 2016 10:12:41.103
-211757.935487    -299947.768469    -132115.827767    26 Dec 2016 11:38:07.245
-207170.536653    -302360.025296    -135245.670243    26 Dec 2016 13:11:29.920
-202134.142575    -304929.048862    -138516.187083    26 Dec 2016 14:53:21.191
-196588.010234    -307662.823003    -141931.847104    26 Dec 2016 16:44:41.843
-190491.111760    -310554.340574    -145478.567024    26 Dec 2016 18:46:06.396
-183773.507608    -313604.650373    -149152.806521    26 Dec 2016 20:58:41.429
-176376.015418    -316802.635806    -152936.816049    26 Dec 2016 23:23:17.783
-168228.742745    -320134.143803    -156810.217617    27 Dec 2016 02:00:56.124
-159244.295815    -323582.619841    -160750.704524    27 Dec 2016 04:52:54.351
-149339.978655    -327118.400252    -164721.923254    27 Dec 2016 08:00:21.842
-138424.529959    -330702.576842    -168678.370008    27 Dec 2016 11:24:35.182
-126401.321494    -334283.793578    -172561.989474    27 Dec 2016 15:06:54.958
-113167.350599    -337796.382875    -176300.239745    27 Dec 2016 19:08:47.692
 -98604.361125    -341159.620109    -179805.087106    27 Dec 2016 23:31:56.569
 -82613.774273    -344266.769703    -182961.148491    28 Dec 2016 04:17:45.311
 -65196.674846    -346975.411799    -185616.182898    28 Dec 2016 09:25:57.350
 -46738.721206    -349098.612452    -187576.585746    28 Dec 2016 14:49:44.503
 -27503.376741    -350512.172443    -188713.759329    28 Dec 2016 20:24:49.333
  -7907.611591    -351128.371238    -188937.844070    29 Dec 2016 02:04:29.794
  11539.655781    -350927.002689    -188229.918393    29 Dec 2016 07:40:39.338
  29578.708307    -350019.682193    -186734.018134    29 Dec 2016 12:52:14.900
  46642.785634    -348522.690285    -184555.429583    29 Dec 2016 17:47:17.853
  62098.543460    -346628.372074    -181916.486410    29 Dec 2016 22:15:09.256
  76074.844577    -344471.701725    -178958.667440    30 Dec 2016 02:18:07.979
  88695.888088    -342159.392739    -175794.991945    30 Dec 2016 05:58:20.503
 100080.446286    -339774.680615    -172515.195424    30 Dec 2016 09:17:43.377
 110341.182292    -337381.314472    -169189.804562    30 Dec 2016 12:18:04.760
 119586.489690    -335026.326533    -165872.558782    30 Dec 2016 15:01:07.893
 127912.880631    -332744.789790    -162605.741998    30 Dec 2016 17:28:24.015
 135411.865487    -330560.660842    -159420.196121    30 Dec 2016 19:41:20.187
 142165.926642    -328489.984082    -156338.819280    30 Dec 2016 21:41:15.307
 148251.664931    -326541.843749    -153376.991992    30 Dec 2016 23:29:23.538
 153738.963398    -324720.161943    -150544.369229    31 Dec 2016 01:06:53.375
 158691.838959    -323024.771812    -147845.751523    31 Dec 2016 02:34:48.422
 163159.712798    -321455.662276    -145287.330087    31 Dec 2016 03:53:57.945
 167197.312253    -320007.056942    -142866.692050    31 Dec 2016 05:05:17.889
 170484.634181    -318807.589022    -140814.476851    31 Dec 2016 06:03:10.030
 173806.200121    -317578.796150    -138661.755800    31 Dec 2016 07:01:22.711
 176831.949166    -316446.106591    -136627.104392    31 Dec 2016 07:54:06.338
 179579.866771    -315407.706392    -134714.576758    31 Dec 2016 08:41:40.309
 182075.849603    -314457.639928    -132920.810337    31 Dec 2016 09:24:32.717
 184345.351351    -313589.102228    -131240.434575    31 Dec 2016 10:03:11.388
 186409.660366    -312796.073182    -129669.052514    31 Dec 2016 10:37:59.971
 188293.385950    -312070.624549    -128197.804941    31 Dec 2016 11:09:25.431
 190015.081742    -311406.671018    -126820.713733    31 Dec 2016 11:37:48.470
 191586.326166    -310800.457729    -125536.078973    31 Dec 2016 12:03:22.838
 193025.157969    -310245.465821    -124335.795324    31 Dec 2016 12:26:28.520
 194344.350253    -309737.007437    -123214.932787    31 Dec 2016 12:47:20.139
 195555.849160    -309270.569969    -122168.334132    31 Dec 2016 13:06:11.335
 196670.110106    -308842.114633    -121191.308613    31 Dec 2016 13:23:14.133
 197695.357575    -308448.392126    -120280.436581    31 Dec 2016 13:38:38.320
 198646.145732    -308083.682428    -119425.998054    31 Dec 2016 13:52:39.058
 199522.798906    -307747.700882    -118630.493166    31 Dec 2016 14:05:18.627
 200332.338833    -307437.579150    -117890.040577    31 Dec 2016 14:16:45.208
 201084.302299    -307149.485915    -117198.010933    31 Dec 2016 14:27:08.802
 201785.098095    -306880.791920    -116550.262283    31 Dec 2016 14:36:36.423
 202439.854562    -306629.363633    -115943.553817    31 Dec 2016 14:45:13.797
 203046.350047    -306395.906313    -115381.230716    31 Dec 2016 14:53:00.844
 203618.715058    -306174.842443    -114851.274599    31 Dec 2016 15:00:09.926
 204153.397343    -305967.416340    -114357.884188    31 Dec 2016 15:06:39.686
 204652.511179    -305772.718432    -113899.821645    31 Dec 2016 15:12:33.145
 205123.323002    -305587.834811    -113471.002690    31 Dec 2016 15:17:56.750
 205570.601400    -305410.802662    -113067.623182    31 Dec 2016 15:22:54.802
 205994.042826    -305241.664175    -112690.406378    31 Dec 2016 15:27:28.069
 206397.205470    -305078.935344    -112336.543034    31 Dec 2016 15:31:39.792
 206779.157683    -304922.949853    -112007.111077    31 Dec 2016 15:35:30.320
 207141.278521    -304773.138243    -111701.035391    31 Dec 2016 15:39:01.460
 207487.802706    -304627.737031    -111414.843564    31 Dec 2016 15:42:16.532
 207818.442503    -304486.858247    -111148.851658    31 Dec 2016 15:45:16.148
 208132.731324    -304350.737541    -110903.347456    31 Dec 2016 15:48:00.884
 208433.828516    -304218.054124    -110675.727411    31 Dec 2016 15:50:33.172
 208720.949212    -304089.213448    -110466.399245    31 Dec 2016 15:52:53.341
 208994.213307    -303964.267466    -110274.928404    31 Dec 2016 15:55:02.199
 209256.636084    -303841.939866    -110098.860605    31 Dec 2016 15:57:01.837
 209506.413288    -303723.192804    -109938.998359    31 Dec 2016 15:58:52.064
 209747.070873    -303606.478095    -109792.650922    31 Dec 2016 16:00:35.018
 209976.444619    -303492.983454    -109660.665357    31 Dec 2016 16:02:10.308
 210202.964729    -303378.606264    -109537.951638    31 Dec 2016 16:03:41.845
 210423.058363    -303265.165762    -109426.382853    31 Dec 2016 16:05:08.506
 210649.865863    -303145.761607    -109319.707015    31 Dec 2016 16:06:35.657
 210864.451469    -303030.345833    -109226.870831    31 Dec 2016 16:07:56.304
 211079.447919    -302912.228536    -109142.046273    31 Dec 2016 16:09:15.563
 211280.800350    -302799.280517    -109070.270193    31 Dec 2016 16:10:28.602
 211507.136664    -302669.554596    -108998.671721    31 Dec 2016 16:11:49.595
 211716.286901    -302547.019703    -108941.231165    31 Dec 2016 16:13:03.657
 211909.846948    -302431.303893    -108895.645313    31 Dec 2016 16:14:11.761
 212112.213377    -302307.917471    -108855.837481    31 Dec 2016 16:15:22.749
 212311.671701    -302183.883184    -108824.483082    31 Dec 2016 16:16:32.737
 212503.777154    -302062.146804    -108801.669616    31 Dec 2016 16:17:40.384
 212707.027694    -301930.927593    -108785.369166    31 Dec 2016 16:18:52.444
 212900.021847    -301804.046590    -108777.263452    31 Dec 2016 16:20:01.547
 213092.704357    -301675.181088    -108776.218396    31 Dec 2016 16:21:11.400
 213277.487995    -301549.578725    -108781.697360    31 Dec 2016 16:22:19.373
 213471.753609    -301415.444615    -108794.132035    31 Dec 2016 16:23:32.047
 213656.694298    -301285.811400    -108812.147216    31 Dec 2016 16:24:42.541
 213852.255258    -301146.738090    -108837.536883    31 Dec 2016 16:25:58.624
 214024.912229    -301022.301547    -108865.179414    31 Dec 2016 16:27:07.227
 214191.712175    -300900.664831    -108896.365828    31 Dec 2016 16:28:14.866
 214361.012958    -300775.825350    -108932.351353    31 Dec 2016 16:29:24.965
 214542.014981    -300640.878701    -108975.450063    31 Dec 2016 16:30:41.596
 214720.867339    -300506.094944    -109022.520676    31 Dec 2016 16:31:59.098
 214927.412953    -300348.742951    -109082.142166    31 Dec 2016 16:33:30.880
 215135.767639    -300188.262146    -109147.678792    31 Dec 2016 16:35:06.013
 215367.260866    -300008.017013    -109226.436762    31 Dec 2016 16:36:54.782
 215588.095519    -299834.283313    -109306.997014    31 Dec 2016 16:38:41.607
 215816.443356    -299652.924936    -109395.459038    31 Dec 2016 16:40:35.247
 216047.722389    -299467.583819    -109489.992969    31 Dec 2016 16:42:33.659
 216300.109631    -299263.566802    -109598.349866    31 Dec 2016 16:44:46.683
 216562.782255    -299049.438810    -109716.359255    31 Dec 2016 16:47:09.324
 216830.512240    -298829.461800    -109841.598442    31 Dec 2016 16:49:39.072
 217110.782286    -298597.480924    -109977.503920    31 Dec 2016 16:52:20.482
 217405.774455    -298351.612550    -110125.256088    31 Dec 2016 16:55:15.409
 217719.143885    -298088.707108    -110286.855620    31 Dec 2016 16:58:26.761
 218046.715407    -297812.194221    -110460.212280    31 Dec 2016 17:01:52.703
 218390.195864    -297520.603690    -110646.149768    31 Dec 2016 17:05:34.935
 218749.272051    -297214.182947    -110844.364708    31 Dec 2016 17:09:33.892
 219127.633413    -296889.764555    -111056.729241    31 Dec 2016 17:13:52.729
 219523.895692    -296548.523169    -111282.250822    31 Dec 2016 17:18:31.228
 219945.991163    -296183.603148    -111525.206634    31 Dec 2016 17:23:35.837
 220390.494602    -295797.941379    -111783.331302    31 Dec 2016 17:29:05.041
 220854.949746    -295393.691900    -112054.768625    31 Dec 2016 17:34:57.761
 221341.705376    -294968.847096    -112340.394000    31 Dec 2016 17:41:16.465
 221859.200492    -294516.052161    -112644.626270    31 Dec 2016 17:48:08.647
 222407.712782    -294035.061750    -112967.019755    31 Dec 2016 17:55:35.636
 222987.908712    -293525.300216    -113307.262211    31 Dec 2016 18:03:39.040
 223599.526667    -292987.013329    -113664.416675    31 Dec 2016 18:12:19.645
 224252.386555    -292411.558323    -114043.317440    31 Dec 2016 18:21:46.994
 224945.910218    -291799.427914    -114442.594561    31 Dec 2016 18:32:01.934
 225682.264703    -291148.686850    -114862.365312    31 Dec 2016 18:43:07.689
 226467.608005    -290453.847393    -115304.861833    31 Dec 2016 18:55:11.254
 227303.019762    -289713.880740    -115769.268521    31 Dec 2016 19:08:15.142
 228197.793038    -288920.441368    -116259.133567    31 Dec 2016 19:22:29.753
 229148.484232    -288076.424551    -116770.813240    31 Dec 2016 19:37:53.523
 230166.829150    -287171.192538    -117308.686495    31 Dec 2016 19:54:39.679
 231254.937877    -286202.565781    -117871.664588    31 Dec 2016 20:12:52.364
 232419.989937    -285163.752291    -118461.050763    31 Dec 2016 20:32:40.964
 233667.840060    -284049.003340    -119077.119409    31 Dec 2016 20:54:13.838
 235005.446761    -282851.418084    -119720.336195    31 Dec 2016 21:17:40.788
 236437.718776    -281565.730900    -120389.821530    31 Dec 2016 21:43:09.761
 237973.598466    -280182.811970    -121086.198760    31 Dec 2016 22:10:53.336
 239620.874069    -278694.254726    -121809.055270    31 Dec 2016 22:41:03.316
 241390.723095    -277088.200145    -122558.898226    31 Dec 2016 23:13:55.761
 243285.461710    -275360.386777    -123331.965759    31 Dec 2016 23:49:37.348
 245320.200284    -273494.370617    -124129.226859     1 Jan 2017 00:28:28.705
 247505.141931    -271477.464243    -124948.811154     1 Jan 2017 01:10:48.781
 249848.550646    -269297.974289    -125787.408759     1 Jan 2017 01:56:52.056
 252369.187523    -266933.413694    -126644.515151     1 Jan 2017 02:47:07.462
 255071.306244    -264373.644737    -127513.593556     1 Jan 2017 03:41:47.869
 257971.729140    -261595.284273    -128391.285845     1 Jan 2017 04:41:22.571
 261083.165014    -258577.026456    -129271.548533     1 Jan 2017 05:46:17.641
 264412.450710    -255301.283107    -130145.473792     1 Jan 2017 06:56:53.574
 267976.975993    -251737.709327    -131005.540856     1 Jan 2017 08:13:46.433
 271787.587094    -247859.395853    -131840.708433     1 Jan 2017 09:37:26.759
 275861.168095    -243629.662816    -132639.185805     1 Jan 2017 11:08:36.437
 280204.127387    -239018.343673    -133384.715163     1 Jan 2017 12:47:47.405
 284828.053116    -233984.907333    -134059.509409     1 Jan 2017 14:35:43.259
 289741.259281    -228486.210300    -134642.121670     1 Jan 2017 16:33:08.972
 294949.032371    -222475.255476    -135107.162730     1 Jan 2017 18:40:52.262
 300455.832716    -215897.246904    -135424.883791     1 Jan 2017 20:59:48.369
 306253.312270    -208702.530508    -135559.960684     1 Jan 2017 23:30:43.496
 312335.505591    -200826.817262    -135471.703169     2 Jan 2017 02:14:39.760
 318694.406313    -192192.906490    -135111.848469     2 Jan 2017 05:12:52.573
