SC1.EMInert.X             SC1.EMInert.Y             SC1.EMInert.Z             SC1.UTCModJulian          
341861.5521477063         -128194.9250251935        -146613.530354029         57727.59670617688         
342008.4451427364         -127951.4482129457        -146449.7717950621        57727.60113168316         
342155.0535563957         -127707.933476806         -146285.7386975729        57727.60555718943         
342301.377319774          -127464.3810208971        -146121.4310694492        57727.60998269571         
342447.416364425          -127220.7910496968        -145956.8489178574        57727.614408202           
342593.1706223688         -126977.1637680378        -145791.9922492385        57727.61883370828         
342738.6400260783         -126733.4993811367        -145626.861069321         57727.62325921456         
342883.8245084957         -126489.7980945707        -145461.4553831051        57727.62768472084         
343028.7240030325         -126246.0601142839        -145295.7751948625        57727.63211022712         
343173.3384435691         -126002.2856465928        -145129.8205081359        57727.63653573341         
343317.6677644713         -125758.4748981635        -144963.5913257242        57727.64096123969         
343461.7119005736         -125514.6280760463        -144797.0876496966        57727.64538674597         
343605.4707871961         -125270.7453876525        -144630.3094813777        57727.64981225225         
343748.9443601471         -125026.8270407552        -144463.2568213436        57727.65423775853         
343892.1325557102         -124782.8732435174        -144295.9296694343        57727.65866326481         
344035.0353106808         -124538.8842044349        -144128.3280247188        57727.66308877109         
344177.6525623365         -124294.8601323941        -143960.451885523         57727.66751427737         
344319.9842484566         -124050.8012366431        -143792.3012494105        57727.67193978366         
344462.0303073223         -123806.7077267977        -143623.8761131821        57727.67636528994         
344603.7906777171         -123562.5798128474        -143455.1764728753        57727.68079079622         
344745.2652989434         -123318.4177051321        -143286.2023237484        57727.6852163025          
344886.454110806          -123074.2216143773        -143116.9536602951        57727.68964180879         
345027.3570536289         -122829.9917516709        -142947.4304762287        57727.69406731507         
345167.9740682557         -122585.7283284693        -142777.6327644816        57727.69849282135         
345308.3050960533         -122341.4315565972        -142607.5605172008        57727.70291832762         
345448.3500789151         -122097.1016482484        -142437.2137257451        57727.70734383391         
345588.1089592648         -121852.7388159853        -142266.5923806805        57727.71176934019         
345727.5816800602         -121608.3432727394        -142095.6964717765        57727.71619484647         
345866.7681847973         -121363.9152318116        -141924.5259880022        57727.72062035275         
346005.668417513          -121119.454906872         -141753.0809175227        57727.72504585904         
346144.2823227867         -120874.9625119665        -141581.3612476977        57727.72947136532         
346282.6098457566         -120630.4382614929        -141409.3669650652        57727.7338968716          
346420.6509321039         -120385.8823702368        -141237.0980553564        57727.73832237788         
346558.4055280702         -120141.2950533481        -141064.5545034785        57727.74274788416         
346695.8735804576         -119896.6765263471        -140891.7362935145        57727.74717339045         
346833.055036633          -119652.0270051249        -140718.6434087185        57727.75159889672         
346969.9498445321         -119407.3467059433        -140545.2758315115        57727.756024403           
347106.5579526632         -119162.6358454351        -140371.6335434774        57727.76044990928         
347242.8793101113         -118917.8946406047        -140197.7165253584        57727.76487541557         
347378.9138665423         -118673.123308828         -140023.524757051         57727.76930092185         
347514.6615722037         -118428.3220678582        -139849.0582176046        57727.77372642813         
347650.122377942          -118183.4911358035        -139674.3168852045        57727.77815193441         
347785.2962351872         -117938.6307311614        -139499.3007371864        57727.7825774407          
347920.1830959701         -117693.7410727965        -139324.0097500191        57727.78700294698         
348054.7829129234         -117448.8223799461        -139148.4438993037        57727.79142845326         
348189.0956392824         -117203.8748722263        -138972.6031597714        57727.79585395954         
348323.1212289057         -116958.898769603         -138796.4875052636        57727.80027946582         
348456.8596362482         -116713.8942924511        -138620.096908759         57727.8047049721          
348590.3108163959         -116468.8616614957        -138443.4313423366        57727.80913047838         
348723.4747250559         -116223.8010978422        -138266.4907771877        57727.81355598466         
348856.3513185601         -115978.712822976         -138089.2751836101        57727.81798149095         
348988.9405538829         -115733.5970587395        -137911.7845309915        57727.82240699723         
349121.2423886262         -115488.4540273681        -137734.0187878233        57727.82683250351         
349253.2567810371         -115243.2839514663        -137555.9779216826        57727.83125800979         
349384.9836900095         -114998.0870540144        -137377.6618992313        57727.83568351607         
349516.4230750884         -114752.8635583684        -137199.0706862102        57727.84010902236         
349647.5748964717         -114507.6136882667        -137020.2042474377        57727.84453452864         
349778.4391150309         -114262.3376678001        -136841.0625467887        57727.84896003491         
349909.0156922841         -114017.0357214722        -136661.6455472211        57727.8533855412          
350039.3045904326         -113771.7080741399        -136481.9532107388        57727.85781104748         
350169.3057723499         -113526.3549510433        -136301.9854984026        57727.86223655376         
350299.0192015871         -113280.9765778065        -136121.7423703248        57727.86666206004         
350428.4448423897         -113035.5731804137        -135941.2237856512        57727.87108756632         
350557.5826596844         -112790.1449852456        -135760.4297025745        57727.87551307261         
350686.4326190969         -112544.6922190556        -135579.3600783166        57727.87993857889         
350814.9946869533         -112299.2151089761        -135398.0148691261        57727.88436408517         
350943.2688302825         -112053.7138825253        -135216.3940302758        57727.88878959145         
351071.2550168338         -111808.188767583         -135034.4975160445        57727.89321509773         
351198.9532150639         -111562.6399924271        -134852.3252797309        57727.89764060402         
351326.363394157          -111317.0677857044        -134669.8772736311        57727.90206611029         
351453.4855240156         -111071.4723764601        -134487.1534490497        57727.90649161657         
351580.3195752808         -110825.8539941089        -134304.1537562775        57727.91091712286         
351706.8655193376         -110580.212868435         -134120.8781445858        57727.91534262914         
351833.1233283057         -110334.5492296228        -133937.3265622367        57727.91976813542         
351959.0929750569         -110088.8633082328        -133753.4989564641        57727.9241936417          
352084.7744332177         -109843.1553352083        -133569.3952734709        57727.92861914798         
352210.1676771751         -109597.4255418755        -133385.0154584233        57727.93304465427         
352335.2726820794         -109351.6741599503        -133200.3594554472        57727.93747016055         
352460.0894238616         -109105.9014215144        -133015.4272076101        57727.94189566683         
352584.6178792219         -108860.1075590516        -132830.2186569335        57727.94632117311         
352708.85802565           -108614.2928054184        -132644.7337443707        57727.95074667939         
352832.8098414163         -108368.4573938742        -132458.9724098164        57727.95517218567         
352956.473305593          -108122.6015580517        -132272.934592085         57727.95959769195         
353079.8483980598         -107876.7255319578        -132086.6202289028        57727.96402319823         
353202.9350994955         -107630.829550003         -131900.029256919         57727.96844870452         
353325.7333913958         -107384.9138469788        -131713.1616116851        57727.9728742108          
353448.2432560767         -107138.9786580633        -131526.0172276521        57727.97729971708         
353570.4646766779         -106893.0242188283        -131338.5960381671        57727.98172522336         
353692.3976371808         -106647.0507652151        -131150.8979754531        57727.98615072964         
353814.042122397          -106401.0585335712        -130962.9229706224        57727.99057623593         
353935.3981179875         -106155.0477606269        -130774.6709536556        57727.99500174221         
354056.4656104679         -105909.0186834951        -130586.1418533961        57727.99942724848         
354177.2445872015         -105662.9715397025        -130397.3355975579        57728.00385275477         
354297.7350364344         -105416.9065671292        -130208.252112687         57728.00827826105         
354417.9369472733         -105170.8240040698        -130018.8913241866        57728.01270376733         
354537.8503097072         -104924.7240892034        -129829.2531562933        57728.01712927361         
354657.4751146109         -104678.6070616001        -129639.3375320735        57728.02155477989         
354776.8113537491         -104432.4731607275        -129449.1443734187        57728.02598028618         
354895.8590197949         -104186.3226264271        -129258.673601026         57728.03040579246         
355014.6181063199         -103940.1556989506        -129067.9251344094        57728.03483129874         
355133.0886078122         -103693.9726189366        -128876.8988918793        57728.03925680502         
355251.2705196813         -103447.7736274166        -128685.5947905387        57728.04368231131         
355369.1638382679         -103201.5589658096        -128494.0127462715        57728.04810781758         
355486.7685608373         -102955.328875953         -128302.1526737518        57728.05253332386         
355604.0846856145         -102709.083600042         -128110.0144864027        57728.05695883014         
355721.1122117641         -102462.8233806911        -127917.5980964217        57728.06138433643         
355837.8511394115         -102216.5484609037        -127724.9034147559        57728.06580984271         
355954.3014696479         -101970.2590840791        -127531.9303510976        57728.07023534899         
356070.4632045352         -101723.9554940186        -127338.678813879         57728.07466085527         
356186.3363471245         -101477.6379349018        -127145.1487102517        57728.07908636155         
356301.9209014481         -101231.3066513235        -126951.339946097         57728.08351186784         
356417.2168725373         -100984.9618882696        -126757.2524260053        57728.08793737412         
356532.2242664287         -100738.6038911241        -126562.8860532705        57728.0923628804          
356646.943090172          -100492.2329056689        -126368.2407298816        57728.09678838668         
356761.3733518377         -100245.8491780846        -126173.3163565144        57728.10121389296         
356875.5150605259         -99999.45295495089        -125978.1128325222        57728.10563939924         
356989.3682263739         -99753.04448324679        -125782.6300559275        57728.11006490552         
357102.9328605654         -99506.62401035128        -125586.8679234134        57728.1144904118          
357216.2089753357         -99260.1917840497         -125390.826330317         57728.11891591809         
357329.1965839912         -99013.74805250981        -125194.5051706085        57728.12334142437         
357441.895700902          -98767.29306431874        -124997.9043369008        57728.12776693065         
357554.3063415213         -98520.82706845911        -124801.0237204278        57728.13219243693         
357666.4285223912         -98274.35031431544        -124603.8632110381        57728.13661794322         
357778.2622611497         -98027.86305168067        -124406.422697189         57728.1410434495          
357889.807576552          -97781.36553072621        -124208.7020659209        57728.14546895577         
358001.064488454          -97534.85800206312        -124010.70120288          57728.14989446205         
358112.0330178471         -97288.34071668169        -123812.4199922767        57728.15431996834         
358222.7131868551         -97041.81392598228        -123613.8583168915        57728.15874547462         
358333.1050187452         -96795.27788176959        -123415.0160580623        57728.1631709809          
358443.2085379359         -96548.73283625921        -123215.8930956778        57728.16759648718         
358553.023770016          -96302.17904205357        -123016.4893081544        57728.17202199347         
358662.5507417392         -96055.61675217899        -122816.8045724454        57728.17644749975         
358771.7894810444         -95809.04622006157        -122616.8387640184        57728.18087300603         
358880.7400170621         -95562.46769953378        -122416.5917568475        57728.18529851231         
358989.4023801226         -95315.88144484088        -122216.0634234069        57728.18972401859         
359097.7766017759         -95069.28771061686        -122015.2536346468        57728.19414952488         
359205.8627147892         -94822.68675191542        -121814.1622599995        57728.19857503115         
359313.6607531569         -94576.07882421024        -121612.7891673687        57728.20300053743         
359421.1707521241         -94329.46418336494        -121411.134223102         57728.20742604371         
359528.392748184          -94082.84308566382        -121209.1972919968        57728.21185155            
359635.3267791011         -93836.21578778182        -121006.9782372728        57728.21627705628         
359741.9728839071         -93589.58254682137        -120804.4769205803        57728.22070256256         
359848.3311029212         -93342.94362028848        -120601.6932019763        57728.22512806884         
359954.4014777589         -93096.29926609906        -120398.6269399163        57728.22955357513         
360060.1840513405         -92849.64974258539        -120195.2779912457        57728.23397908141         
360165.678867912          -92602.99530847199        -119991.646211176         57728.23840458769         
360270.8859730415         -92356.33622291268        -119787.731453292         57728.24283009397         
360375.8054136428         -92109.67274546028        -119583.5335695241        57728.24725560025         
360480.4372379747         -91863.00513609752        -119379.0524101529        57728.25168110653         
360584.7814956674         -91616.33365520064        -119174.287823777         57728.25610661281         
360688.838237722          -91369.65856357024        -118969.2396573178        57728.26053211909         
360792.607516534          -91122.980122401          -118763.9077559906        57728.26495762538         
360896.0893858915         -90876.29859331873        -118558.2919633119        57728.26938313166         
360999.2839009963         -90629.61423835611        -118352.392121074         57728.27380863794         
361102.1911184741         -90382.92731995901        -118146.2080693356        57728.27823414422         
361204.8110963839         -90136.23810099308        -117939.7396464122        57728.2826596505          
361307.143894241          -89889.54684471928        -117732.9866888501        57728.28708515679         
361409.1895730144         -89642.85381483102        -117525.9490314337        57728.29151066307         
361510.9481951518         -89396.15927542363        -117318.626507155         57728.29593616934         
361612.4198245806         -89149.46349102547        -117111.0189472177        57728.30036167563         
361713.6045267326         -88902.76672656719        -116903.1261810068        57728.30478718191         
361814.5023685577         -88656.06924738213        -116694.9480360752        57728.30921268819         
361915.1134185245         -88409.37131923711        -116486.484338147         57728.31363819447         
362015.4377466439         -88162.67320830814        -116277.7349110897        57728.31806370075         
362115.47542448           -87915.97518118663        -116068.6995769044        57728.32248920704         
362215.2265251616         -87669.27750488577        -115859.3781557144        57728.32691471332         
362314.6911234054         -87422.58044681612        -115649.7704657384        57728.3313402196          
362413.8692955161         -87175.88427482253        -115439.8763232954        57728.33576572588         
362512.7611194096         -86929.18925715977        -115229.6955427774        57728.34019123216         
362611.3666746278         -86682.49566249263        -115019.2279366346        57728.34461673844         
362709.6860423411         -86435.8037599268         -114808.4733153774        57728.34904224472         
362807.7193053864         -86189.11381894725        -114597.4314875278        57728.353467751           
362905.4665482588         -85942.42610948018        -114386.1022596382        57728.35789325729         
363002.9278571381         -85695.74090186198        -114174.4854362592        57728.36231876357         
363100.1033199016         -85449.05846684566        -113962.5808199272        57728.36674426985         
363196.9930261394         -85202.37907560078        -113750.3882111498        57728.37116977613         
363293.5970671677         -84955.70299971962        -113537.9074083923        57728.37559528241         
363389.9155360533         -84709.03051119257        -113325.1382080494        57728.3800207887          
363485.9485276163         -84462.36188244508        -113112.0804044489        57728.38444629498         
363581.6961384544         -84215.69738631303        -112898.733789822         57728.38887180126         
363677.15846696           -83969.03729604254        -112685.0981542869        57728.39329730754         
363772.3356133243         -83722.38188532108        -112471.1732858496        57728.39772281382         
363867.2276795773         -83475.73142821515        -112256.9589703529        57728.4021483201          
363961.8347695814         -83229.08619923238        -112042.4549914939        57728.40657382638         
364056.1569890598         -82982.44647329033        -111827.6611307892        57728.41099933266         
364150.1944456113         -82735.81252572258        -111612.5771675621        57728.41542483895         
364243.9472487254         -82489.18463228477        -111397.2028789278        57728.41985034523         
364337.4155098087         -82242.5630691296         -111181.5380397628        57728.42427585151         
364430.5993421892         -81995.94811284385        -110965.5824227071        57728.42870135779         
364523.4988611433         -81749.34004042338        -110749.335798133         57728.43312686407         
364616.1141839113         -81502.73912927909        -110532.79793413          57728.43755237036         
364708.4454297138         -81256.1456572428         -110315.9685964903        57728.44197787664         
364800.4927197812         -81009.559902536          -110098.8475486731        57728.44640338291         
364892.2561773506         -80762.98214383164        -109881.4345518198        57728.4508288892          
364983.7359277061         -80516.41266019164        -109663.7293647014        57728.45525439548         
365074.9320981875         -80269.85173109765        -109445.7317437161        57728.45967990176         
365165.8448182121         -80023.29963644434        -109227.4414428666        57728.46410540804         
365256.4742192915         -79776.75665654545        -109008.8582137444        57728.46853091432         
365346.8204350605         -79530.22307210816        -108789.981805496         57728.47295642061         
365436.8836012844         -79283.69916427022        -108570.8119648237        57728.47738192689         
365526.6638558874         -79037.18521457445        -108351.3484359518        57728.48180743317         
365616.1613389712         -78790.68150497449        -108131.5909606096        57728.48623293945         
365705.3761928341         -78544.18831784047        -107911.5392780141        57728.49065844573         
365794.3085620019         -78297.70593592721        -107691.1931248328        57728.49508395201         
365882.9585932285         -78051.23464243612        -107470.5522351958        57728.49950945829         
365971.3264355385         -77804.77472095202        -107249.6163406416        57728.50393496457         
366059.4122402383         -77558.32645547377        -107028.3851701117        57728.50836047086         
366147.2161609383         -77311.89013041357        -106806.8584499295        57728.51278597714         
366234.7383535834         -77065.46603057117        -106585.0359037647        57728.51721148342         
366321.9789764631         -76819.05444117069        -106362.9172526315        57728.5216369897          
366408.9381902429         -76572.6556478347         -106140.5022148524        57728.52606249598         
366495.6161579851         -76326.26993658973        -105917.7905060392        57728.53048800227         
366582.0130451701         -76079.89759387162        -105694.7818390736        57728.53491350855         
366668.1290197283         -75833.53890649953        -105471.4759240703        57728.53933901483         
366753.9642520541         -75587.19416170634        -105247.8724683706        57728.54376452111         
366839.5189150299         -75340.86364713764        -105023.9711765188        57728.54819002739         
366924.7931840607         -75094.54765081935        -104799.7717502213        57728.55261553367         
367009.7872370891         -74848.24646118803        -104575.2738883396        57728.55704103995         
367094.5012546304         -74601.96036705835        -104350.4772868488        57728.56146654623         
367178.935419786          -74355.68965765963        -104125.381638833         57728.56589205252         
367263.0899182772         -74109.43462260948        -103899.9866344474        57728.5703175588          
367346.9649384691         -73863.19555191878        -103674.2919608955        57728.57474306508         
367430.5606713971         -73616.97273599054        -103448.2973024048        57728.57916857136         
367513.877310792          -73370.76646562471        -103222.0023402031        57728.58359407765         
367596.9150531145         -73124.57703199168        -102995.40675248          57728.58801958393         
367679.6740975727         -72878.40472666227        -102768.5102143768        57728.5924450902          
367762.1546461502         -72632.24984160617        -102541.3123979598        57728.59687059648         
367844.356903644          -72386.11266915908        -102313.8129721769        57728.60129610277         
367926.2810776826         -72139.99350205244        -102086.0116028466        57728.60572160905         
368007.9273787651         -71893.89263338038        -101857.9079526142        57728.61014711533         
368089.2960202782         -71647.81035663573        -101629.5016809436        57728.61457262161         
368170.3872185342         -71401.74696568308        -101400.7924440761        57728.61899812789         
368251.201192798          -71155.70275476323        -101171.7798950047        57728.62342363418         
368331.7381653163         -70909.67801849767        -100942.463683449         57728.62784914046         
368411.9983613553         -70663.67305186132        -100712.8434558127        57728.63227464674         
368491.9820092206         -70417.68815021841        -100482.9188551739        57728.63670015302         
368571.6893402979         -70171.72360928885        -100252.6895212386        57728.6411256593          
368651.1205890758         -69925.77972517758        -100022.1550903275        57728.64555116558         
368730.275993187          -69679.85679434093        -99791.3151953286         57728.64997667186         
368809.1557934412         -69433.9551135842         -99560.169465666          57728.65440217814         
368887.7602338487         -69188.07498009095        -99328.717527286          57728.65882768443         
368966.0895616616         -68942.21669139533        -99096.95900261174        57728.66325319071         
369044.1440274055         -68696.38054538578        -98864.89351051475        57728.66767869699         
369121.923884914          -68450.56684030262        -98632.52066628262        57728.67210420327         
369199.4293913621         -68204.77587474159        -98399.84008158962        57728.67652970956         
369276.6608073082         -67959.00794762597        -98166.85136445018        57728.68095521584         
369353.6183967192         -67713.26335824146        -97933.55411920577        57728.68538072212         
369430.3024270157         -67467.54240620196        -97699.94794647397        57728.68980622839         
369506.7131690998         -67221.84539147797        -97466.03244313145        57728.69423173468         
369582.8508974012         -66976.17261436206        -97231.80720226215        57728.69865724096         
369658.7158899146         -66730.52437546561        -96997.27181312228        57728.70308274724         
369734.3084282293         -66484.90097574728        -96762.42586112196        57728.70750825352         
369809.6287975748         -66239.30271648428        -96527.26892777566        57728.71193375981         
369884.6772868583         -65993.72989927523        -96291.80059066931        57728.71635926609         
369959.4541887025         -65748.18282604314        -96056.02042342708        57728.72078477237         
370033.9597994929         -65502.66179900625        -95819.92799566047        57728.72521027865         
370108.1944194083         -65257.16712071238        -95583.52287295125        57728.72963578493         
370182.1583524687         -65011.69909400975        -95346.80461679977        57728.73406129122         
370255.8519065758         -64766.25802204936        -95109.77278458982        57728.7384867975          
370329.2753935553         -64520.84420828093        -94872.42692954979        57728.74291230377         
370402.4291291998         -64275.45795644871        -94634.76660071316        57728.74733781005         
370475.3134333128         -64030.09957058725        -94396.79134287858        57728.75176331634         
370547.9286297526         -63784.76935501691        -94158.50069656956        57728.75618882262         
370620.275046477          -63539.46761433945        -93919.89419799364        57728.7606143289          
370692.3530155893         -63294.1946534333         -93680.97137900091        57728.76503983518         
370764.1628733819         -63048.95077745515        -93441.73176704573        57728.76946534147         
370835.7049603902         -62803.73629180968        -93202.17488513053        57728.77389084775         
370906.97962143           -62558.55150218262        -92962.30025178361        57728.77831635403         
370977.987205652          -62313.39671451017        -92722.10738100197        57728.78274186031         
371048.7280665883         -62068.27223498005        -92481.59578221076        57728.78716736659         
371119.2025622028         -61823.17837002606        -92240.76496021895        57728.79159287287         
371189.4110549402         -61578.11542632248        -91999.61441517419        57728.79601837915         
371259.3539117776         -61333.08371077834        -91758.14364251729        57728.80044388543         
371329.0315042752         -61088.08353053154        -91516.35213293611        57728.80486939172         
371398.4442086291         -60843.11519294279        -91274.23937231884        57728.809294898           
371467.5924057223         -60598.17900559571        -91031.80484171014        57728.81372040428         
371536.4764811847         -60353.27527626517        -90789.0480172496         57728.81814591056         
371605.0968254383         -60108.4043129488         -90545.96837014386        57728.82257141684         
371673.4538337585         -59863.56642383484        -90302.56536660377        57728.82699692313         
371741.5479063285         -59618.76191730169        -90058.8384677982         57728.83142242941         
371809.3794482948         -59373.99110191717        -89814.7871298071         57728.83584793569         
371876.9488698324         -59129.25428639949        -89570.41080355356        57728.84027344197         
371944.2565861878         -58884.55177967344        -89325.70893478647        57728.84469894825         
372011.3030177538         -58639.88389079914        -89080.68096399387        57728.84912445453         
372078.0885901221         -58395.25092899607        -88835.32632636745        57728.85354996081         
372144.6137341457         -58150.65320362864        -88589.64445174538        57728.85797546709         
372210.8788859994         -57906.09102420439        -88343.63476456163        57728.86240097338         
372276.8844872485         -57661.56470034005        -88097.29668377727        57728.86682647966         
372342.6309849041         -57417.07454179112        -87850.62962284546        57728.87125198594         
372408.1188314933         -57172.62085841752        -87603.63298964132        57728.87567749222         
372473.3484851234         -56928.20396018089        -87356.3061864084         57728.8801029985          
372538.3204095475         -56683.82415714159        -87108.64860970435        57728.88452850479         
372603.0350742394         -56439.48175941732        -86860.659650325          57728.88895401106         
372667.4929544469         -56195.17707723704        -86612.3386932797         57728.89337951734         
372731.6945312772         -55950.91042086712        -86363.6851176967         57728.89780502363         
372795.6402917595         -55706.68210063301        -86114.69829677959        57728.90223052991         
372859.3307289173         -55462.49242690857        -85865.37759774565        57728.90665603619         
372922.766341847          -55218.3417100798         -85615.72238174963        57728.91108154247         
372985.9476357829         -54974.23026057192        -85365.7320038412         57728.91550704875         
373048.8751221785         -54730.15838881251        -85115.40581288704        57728.91993255504         
373111.5493187812         -54486.12640522626        -84864.74315150945        57728.92435806132         
373173.9707497082         -54242.13462022926        -84613.74335602393        57728.9287835676          
373236.1399455311         -53998.18334419127        -84362.40575635878        57728.93320907388         
373298.0574433481         -53754.27288745507        -84110.72967600483        57728.93763458016         
373359.7237868658         -53510.40356032351        -83858.71443194697        57728.94206008644         
373421.1395264881         -53266.57567301439        -83606.35933457763        57728.94648559272         
373482.3052193942         -53022.78953567243        -83353.66368764034        57728.950911099           
373543.2214296241         -52779.04545835537        -83100.62678815844        57728.95533660529         
373603.8887281695         -52535.34375099419        -82847.24792634916        57728.95976211157         
373664.3076930537         -52291.68472341681        -82593.52638557128        57728.96418761785         
373724.478909426          -52048.06868530759        -82339.46144223717        57728.96861312413         
373784.4029696508         -51804.49594619832        -82085.05236574107        57728.97303863041         
373844.0804733977         -51560.96681545899        -81830.29841838653        57728.9774641367          
373903.5120277408         -51317.48160225593        -81575.19885529538        57728.98188964298         
373962.6982472447         -51074.04061557378        -81319.75292435032        57728.98631514926         
374021.6397540679         -50830.64416416647        -81063.95986609822        57728.99074065554         
374080.337178054          -50587.29255657193        -80807.81891368722        57728.99516616182         
374138.791156838          -50343.98610106218        -80551.32929276791        57728.9995916681          
374197.0023359465         -50100.72510562516        -80294.49022141079        57729.00401717438         
374254.9713688944         -49857.50987797797        -80037.30091003976        57729.00844268066         
374312.6989172949         -49614.34072552206        -79779.76056133353        57729.01286818695         
374370.1856509626         -49371.21795533007        -79521.86837014297        57729.01729369323         
374427.4322480223         -49128.14187413196        -79263.62352340735        57729.02171919951         
374484.4393950216         -48885.11278826874        -79005.02520005203        57729.02614470579         
374541.2077870361         -48642.13100370979        -78746.07257091957        57729.03057021207         
374597.7381277865         -48399.19682600541        -78486.76479866492        57729.03499571836         
374654.0311297547         -48156.31056026466        -78227.10103766319        57729.03942122463         
374710.087514295          -47913.47251115808        -77967.08043393004        57729.04384673091         
374765.9080117595         -47670.68298286228        -77706.70212500947        57729.0482722372          
374821.4933616196         -47427.94227903592        -77445.9652398777         57729.05269774348         
374876.844312582          -47185.2507028272         -77184.86889886291        57729.05712324976         
374931.9616227192         -46942.60855682296        -76923.41221353253        57729.06154875604         
374986.8460595951         -46700.01614302924        -76661.59428659626        57729.06597426232         
375041.4984003936         -46457.47376285119        -76399.4142118079         57729.07039976861         
375095.9194320545         -46214.98171704025        -76136.87107384819        57729.07482527489         
375150.1099514004         -45972.54030570469        -75873.96394824094        57729.07925078117         
375204.0707652773         -45730.14982825547        -75610.69190123293        57729.08367628745         
375257.8026906935         -45487.81058337686        -75347.05398968619        57729.08810179373         
375311.306554954          -45245.52286902852        -75083.04926098604        57729.09252730001         
375364.5831958161         -45003.28698235046        -74818.6767528955         57729.09695280629         
375417.633461623          -44761.10321969566        -74553.93549347752        57729.10137831257         
375470.4582114581         -44518.97187656556        -74288.82450096344        57729.10580381886         
375523.0583152951         -44276.89324758326        -74023.34278364074        57729.11022932514         
375575.43465415           -44034.86762646586        -73757.48933973891        57729.11465483142         
375627.5881202422         -43792.89530596379        -73491.26315729639        57729.1190803377          
375679.5196171465         -43550.9765778635         -73224.66321406042        57729.12350584399         
375731.2300599602         -43309.11173292504        -72957.68847735033        57729.12793135027         
375782.7203754662         -43067.30106085076        -72690.33790393647        57729.13235685655         
375833.9915023019         -42825.54485024016        -72422.61043991025        57729.13678236282         
375885.0443911247         -42583.84338858239        -72154.50502057326        57729.14120786911         
375935.8800047967         -42342.19696215125        -71886.02057027219        57729.14563337539         
375986.4993185507         -42100.60585602772        -71617.15600230143        57729.15005888167         
376036.9033201762         -41859.07035402501        -71347.91021875154        57729.15448438795         
376087.0930102015         -41617.59073865101        -71078.28211037643        57729.15890989423         
376137.0694020795         -41376.16729106964        -70808.27055645878        57729.16333540052         
376186.8335223829         -41134.80029102889        -70537.8744246556         57729.1677609068          
376236.3864109908         -40893.49001685194        -70267.09257087672        57729.17218641308         
376285.729121291          -40652.23674536276        -69995.9238391262         57729.17661191936         
376334.8627203795         -40411.0407518425         -69724.36706135908        57729.18103742565         
376383.788289266          -40169.90230997831        -69452.42105733209        57729.18546293192         
376432.5069230821         -39928.82169181066        -69180.08463445251        57729.1898884382          
376481.0197312941         -39687.79916767934        -68907.35658762426        57729.19431394448         
376529.3278379196         -39446.83500616805        -68634.23569909201        57729.19873945077         
376577.4323817483         -39205.92947404753        -68360.72073828265        57729.20316495705         
376625.3345165659         -38965.08283622356        -68086.81046164778        57729.20759046333         
376673.0354113871         -38724.29535565131        -67812.50361248638        57729.21201596961         
376720.5362506837         -38483.56729331248        -67537.79892079985        57729.2164414759          
376767.8382346263         -38242.89890812634        -67262.69510310933        57729.22086698218         
376814.9425793262         -38002.29045689134        -66987.19086228812        57729.22529248846         
376861.8505170827         -37761.74219421857        -66711.28488738775        57729.22971799474         
376908.5632966357         -37521.25437246342        -66434.97585346138        57729.23414350102         
376955.0821834222         -37280.82724165535        -66158.26242138428        57729.2385690073          
377001.4084598394         -37040.46104942587        -65881.14323767174        57729.24299451358         
377047.543425511          -36800.15604093457        -65603.6169342939         57729.24742001986         
377093.4883975611         -36559.91245879306        -65325.68212848758        57729.25184552615         
377139.2447108901         -36319.73054299343        -65047.33742256881        57729.25627103243         
377184.8137184628         -36079.61053080224        -64768.5814037247         57729.26069653871         
377230.1967915923         -35839.55265671694        -64489.41264383711        57729.26512204499         
377275.3953202381         -35599.55715235543        -64209.82969926837        57729.26954755127         
377320.4107133066         -35359.62424637567        -63929.83111066107        57729.27397305756         
377365.2443989574         -35119.75416439287        -63649.4154027347         57729.27839856384         
377409.8978249202         -34879.94712886192        -63368.58108406136        57729.28282407012         
377454.3724588101         -34640.20335901551        -63087.32664686959        57729.28724957639         
377498.6697884541         -34400.52307076723        -62805.65056682726        57729.29167508268         
377542.7913222282         -34160.90647657987        -62523.55130280335        57729.29610058896         
377586.7385893933         -33921.35378539539        -62241.02729666117        57729.30052609524         
377630.5131404467         -33681.86520249755        -61958.07697301295        57729.30495160152         
377674.1165474706         -33442.4409294427         -61674.69873900903        57729.30937710781         
377717.5504044972         -33203.08116392285        -61390.89098408846        57729.31380261409         
377760.816327878          -32963.78609965801        -61106.65207974301        57729.31822812037         
377803.9159566595         -32724.55592627892        -60821.98037927389        57729.32265362665         
377846.8509529682         -32485.39082921277        -60536.87421754773        57729.32707913293         
377889.6230024069         -32246.29098953337        -60251.33191073122        57729.33150463922         
377932.2338144521         -32007.2565838659         -59965.3517560528         57729.33593014549         
377974.6851228641         -31768.28778425578        -59678.93203154278        57729.34035565177         
378016.9786861105         -31529.38475800139        -59392.07099575146        57729.34478115806         
378059.1162877901         -31290.5476675477         -59104.76688749795        57729.34920666434         
378101.0997370735         -31051.77667031116        -58817.01792557934        57729.35363217062         
378142.9308691467         -30813.07191857173        -58528.82230851392        57729.3580576769          
378184.6115456697         -30574.43355929598        -58240.17821424454        57729.36248318318         
378226.1436552434         -30335.86173398814        -57951.08379985484        57729.36690868947         
