DefaultSC.EMInert.X       DefaultSC.EMInert.Y       DefaultSC.EMInert.Z       DefaultSC.UTCModJulian    
-13570.0217483646         6465680.547251772         -2812580.836781632        57750.61273156325         
-13582.06547719204        6474058.286825773         -2816227.491492151        57750.64398156325         
-13594.11139140142        6482435.972588476         -2819874.122789324        57750.67523156325         
-13606.15949888991        6490813.604690709         -2823520.730733902        57750.70648156325         
-13618.2098074682         6499191.183282745         -2827167.315386395        57750.73773156325         
-13630.26232486769        6507568.708514291         -2830813.87680707         57750.76898156325         
-13642.31705874026        6515946.1805345           -2834460.415055959        57750.80023156325         
-13654.37401665805        6524323.599491973         -2838106.930192851        57750.83148156325         
-13666.43320611322        6532700.965534758         -2841753.422277302        57750.86273156325         
-13678.49463451778        6541078.278810347         -2845399.891368631        57750.89398156325         
-13690.55830920332        6549455.539465697         -2849046.337525923        57750.92523156325         
-13702.62423742085        6557832.747647207         -2852692.760808032        57750.95648156325         
-13714.69242634056        6566209.903500744         -2856339.161273574        57750.98773156325         
-13726.7628830516         6574587.007171628         -2859985.538980942        57751.01898156325         
-13738.83561456193        6582964.058804646         -2863631.893988293        57751.05023156325         
-13750.91062779805        6591341.058544048         -2867278.226353559        57751.08148156325         
-13762.98792960485        6599718.006533548         -2870924.536134442        57751.11273156325         
-13775.0675267454         6608094.902916331         -2874570.823388421        57751.14398156325         
-13787.14942590074        6616471.747835058         -2878217.088172747        57751.17523156325         
-13799.23363367686        6624848.541431853         -2881863.330544449        57751.20648156325         
-13811.32015657588        6633225.283848328         -2885509.550560333        57751.23773156325         
-13823.40900103881        6641601.975225565         -2889155.748276981        57751.26898156325         
-13835.50017341673        6649978.615704129         -2892801.923750756        57751.30023156325         
-13847.59367997779        6658355.205424068         -2896448.077037801        57751.33148156325         
-13859.68952690697        6666731.74452491          -2900094.208194042        57751.36273156325         
-13871.78772030597        6675108.233145675         -2903740.317275185        57751.39398156325         
-13883.88826619298        6683484.67142487          -2907386.404336721        57751.42523156325         
-13895.99117050257        6691861.059500493         -2911032.469433926        57751.45648156325         
-13908.09643908545        6700237.397510037         -2914678.512621861        57751.48773156325         
-13920.20407770837        6708613.685590485         -2918324.533955374        57751.51898156325         
-13932.3140920539         6716989.923878322         -2921970.533489101        57751.55023156325         
-13944.4264877203         6725366.112509533         -2925616.511277467        57751.58148156325         
-13956.54127022137        6733742.251619602         -2929262.467374686        57751.61273156325         
-13968.65844498625        6742118.341343516         -2932908.401834765        57751.64398156325         
-13980.7780173593         6750494.381815768         -2936554.314711501        57751.67523156325         
-13992.89999259994        6758870.373170362         -2940200.206058485        57751.70648156325         
-14005.02437588252        6767246.315540808         -2943846.075929102        57751.73773156325         
-14017.15117229612        6775622.209060129         -2947491.924376531        57751.76898156325         
-14029.28038684447        6783998.05386086          -2951137.751453748        57751.80023156325         
-14041.41202444576        6792373.850075054         -2954783.557213526        57751.83148156325         
-14053.54608993252        6800749.597834277         -2958429.341708436        57751.86273156325         
-14065.68258805148        6809125.29726962          -2962075.104990846        57751.89398156325         
-14077.82152347015        6817500.948511693         -2965720.847112928        57751.92523156325         
-14089.96290074983        6825876.551690631         -2969366.568126651        57751.95648156325         
-14102.1067243858         6834252.106936091         -2973012.268083789        57751.98773156325         
-14114.25299878027        6842627.614377262         -2976657.947035916        57752.01898156325         
-14126.40172824902        6851003.074142852         -2980303.60503441         57752.05023156325         
-14138.55291702126        6859378.486361113         -2983949.242130457        57752.08148156325         
-14150.70656923952        6867753.851159821         -2987594.858375045        57752.11273156325         
-14162.86268895951        6876129.16866629          -2991240.453818971        57752.14398156325         
-14175.02128015003        6884504.439007369         -2994886.028512838        57752.17523156325         
-14187.18234669287        6892879.662309445         -2998531.582507058        57752.20648156325         
-14199.34589238267        6901254.838698448         -3002177.115851853        57752.23773156325         
-14211.51192092681        6909629.968299846         -3005822.628597254        57752.26898156325         
-14223.68043594535        6918005.051238653         -3009468.120793104        57752.30023156325         
-14235.85144097089        6926380.087639431         -3013113.592489059        57752.33148156325         
-14248.02493944847        6934755.077626283         -3016759.043734586        57752.36273156325         
-14260.20093473549        6943130.021322869         -3020404.474578969        57752.39398156325         
-14272.37943010162        6951504.91885239          -3024049.885071302        57752.42523156325         
-14284.5604287287         6959879.770337609         -3027695.2752605          57752.45648156325         
-14296.74393371065        6968254.575900837         -3031340.64519529         57752.48773156325         
-14308.92994805337        6976629.335663944         -3034985.99492422         57752.51898156325         
-14321.11847467469        6985004.049748358         -3038631.324495654        57752.55023156325         
-14333.30951640425        6993378.718275066         -3042276.633957776        57752.58148156325         
-14345.50307598345        7001753.341364614         -3045921.923358591        57752.61273156325         
-14357.69915606537        7010127.919137113         -3049567.192745923        57752.64398156325         
-14369.89775921468        7018502.451712238         -3053212.442167419        57752.67523156325         
-14382.09888790758        7026876.939209231         -3056857.671670548        57752.70648156325         
-14394.30254453176        7035251.3817469           -3060502.881302604        57752.73773156325         
-14406.50873138625        7043625.779443625         -3064148.071110701        57752.76898156325         
-14418.71745068146        7052000.132417354         -3067793.241141784        57752.80023156325         
-14430.92870453903        7060374.440785608         -3071438.391442618        57752.83148156325         
-14443.14249499186        7068748.704665487         -3075083.522059801        57752.86273156325         
-14455.35882398396        7077122.92417366          -3078728.633039752        57752.89398156325         
-14467.57769337046        7085497.099426377         -3082373.724428723        57752.92523156325         
-14479.79910491755        7093871.230539471         -3086018.796272795        57752.95648156325         
-14492.0230603024         7102245.317628347         -3089663.848617875        57752.98773156325         
-14504.24956111317        7110619.360807999         -3093308.881509705        57753.01898156325         
-14516.47860885459        7118993.360193            -3096953.894993857        57753.05023156325         
-14528.71020492518        7127367.315897521         -3100598.889115737        57753.08148156325         
-14540.94435065143        7135741.228035302         -3104243.863920581        57753.11273156325         
-14553.1810472649         7144115.096719681         -3107888.81945346         57753.14398156325         
-14565.42029590792        7152488.922063587         -3111533.755759282        57753.17523156325         
-14577.66209763354        7160862.704179535         -3115178.672882787        57753.20648156325         
-14589.90645340556        7169236.443179637         -3118823.570868554        57753.23773156325         
-14602.15336409842        7177610.139175599         -3122468.449760998        57753.26898156325         
-14614.40283049723        7185983.792278724         -3126113.309604372        57753.30023156325         
-14626.65485329774        7194357.402599911         -3129758.150442768        57753.33148156325         
-14638.90943310634        7202730.970249656         -3133402.972320116        57753.36273156325         
-14651.16657043999        7211104.495338059         -3137047.775280186        57753.39398156325         
-14663.42626572628        7219477.977974819         -3140692.559366591        57753.42523156325         
-14675.68851930336        7227851.418269241         -3144337.324622783        57753.45648156325         
-14687.95333141995        7236224.816330234         -3147982.071092059        57753.48773156325         
-14700.22070223535        7244598.172266314         -3151626.798817556        57753.51898156325         
-14712.49063181944        7252971.486185599         -3155271.507842257        57753.55023156325         
-14724.76312015265        7261344.758195827         -3158916.198208989        57753.58148156325         
-14737.03816712597        7269717.988404334         -3162560.869960423        57753.61273156325         
-14749.31577254101        7278091.176918076         -3166205.523139077        57753.64398156325         
-14761.5959361099         7286464.323843621         -3169850.157787315        57753.67523156325         
-14773.87865745541        7294837.429287148         -3173494.773947349        57753.70648156325         
-14786.16393611089        7303210.493354456         -3177139.371661238        57753.73773156325         
-14798.45177152033        7311583.51615096          -3180783.950970892        57753.76898156325         
-14810.74216303835        7319956.497781694         -3184428.511918068        57753.80023156325         
-14823.03510993021        7328329.438351312         -3188073.054544374        57753.83148156325         
-14835.33061137188        7336702.337964088         -3191717.578891268        57753.86273156325         
-14847.62866645002        7345075.196723921         -3195362.085000063        57753.89398156325         
-14859.92927416203        7353448.014734337         -3199006.57291192         57753.92523156325         
-14872.23243341607        7361820.792098481         -3202651.042667856        57753.95648156325         
-14884.5381430311         7370193.528919126         -3206295.494308737        57753.98773156325         
-14896.84640173693        7378566.225298679         -3209939.927875289        57754.01898156325         
-14909.1572081742         7386938.881339168         -3213584.34340809         57754.05023156325         
-14921.47056089451        7395311.497142258         -3217228.740947572        57754.08148156325         
-14933.78645836038        7403684.072809245         -3220873.120534028        57754.11273156325         
-14946.10489894535        7412056.608441058         -3224517.482207603        57754.14398156325         
-14958.425880934          7420429.104138256         -3228161.826008303        57754.17523156325         
-14970.74940252201        7428801.560001043         -3231806.151975989        57754.20648156325         
-14983.07546181622        7437173.97612925          -3235450.460150384        57754.23773156325         
-14995.40405683468        7445546.352622353         -3239094.750571068        57754.26898156325         
-15007.7351855067         7453918.689579468         -3242739.023277484        57754.30023156325         
-15020.06884567291        7462290.987099349         -3246383.278308933        57754.33148156325         
-15032.40503508535        7470663.245280392         -3250027.515704579        57754.36273156325         
-15044.7437514075         7479035.464220639         -3253671.735503449        57754.39398156325         
-15057.08499221439        7487407.644017776         -3257315.937744429        57754.42523156325         
-15069.42875499262        7495779.784769134         -3260960.122466273        57754.45648156325         
-15081.77503714047        7504151.886571688         -3264604.289707594        57754.48773156325         
-15094.12383596797        7512523.949522066         -3268248.439506875        57754.51898156325         
-15106.47514869697        7520895.973716545         -3271892.57190246         57754.55023156325         
-15118.82897246123        7529267.959251051         -3275536.686932561        57754.58148156325         
-15131.18530430649        7537639.906221163         -3279180.784635256        57754.61273156325         
-15143.54414119059        7546011.814722111         -3282824.865048489        57754.64398156325         
-15155.9054799835         7554383.684848779         -3286468.928210073        57754.67523156325         
-15168.26931746748        7562755.516695712         -3290112.974157687        57754.70648156325         
-15180.63565033709        7571127.310357106         -3293757.002928884        57754.73773156325         
-15193.00447519939        7579499.065926819         -3297401.01456108         57754.76898156325         
-15205.37578857395        7587870.783498361         -3301045.009091565        57754.80023156325         
-15217.749586893          7596242.463164912         -3304688.9865575          57754.83148156325         
-15230.1258665015         7604614.105019301         -3308332.946995914        57754.86273156325         
-15242.5046236573         7612985.709154033         -3311976.890443711        57754.89398156325         
-15254.88585453116        7621357.275661263         -3315620.816937664        57754.92523156325         
-15267.26955520697        7629728.804632823         -3319264.726514424        57754.95648156325         
-15279.6557216785         7638100.296160209         -3322908.619210511        57754.98773156325         
-15292.04434986269        7646471.750334567         -3326552.495062321        57755.01898156325         
-15304.43543558001        7654843.167246732         -3330196.354106125        57755.05023156325         
-15316.82897456778        7663214.546987197         -3333840.196378069        57755.08148156325         
-15329.224962477          7671585.889646132         -3337484.021914172        57755.11273156325         
-15341.62339487244        7679957.195313371         -3341127.830750336        57755.14398156325         
-15354.02426723283        7688328.464078426         -3344771.622922333        57755.17523156325         
-15366.42757495092        7696699.696030478         -3348415.398465816        57755.20648156325         
-15378.83331333366        7705070.891258391         -3352059.157416317        57755.23773156325         
-15391.24147760233        7713442.049850693         -3355702.899809244        57755.26898156325         
-15403.65206289266        7721813.171895601         -3359346.625679886        57755.30023156325         
-15416.06506425498        7730184.257480995         -3362990.335063409        57755.33148156325         
-15428.4804766544         7738555.306694448         -3366634.027994864        57755.36273156325         
-15440.89829497088        7746926.319623203         -3370277.704509178        57755.39398156325         
-15453.31851399943        7755297.296354192         -3373921.364641162        57755.42523156325         
-15465.74112845029        7763668.236974021         -3377565.008425508        57755.45648156325         
-15478.16613294899        7772039.141568991         -3381208.635896793        57755.48773156325         
-15490.59352203661        7780410.010225074         -3384852.247089474        57755.51898156325         
-15503.02329016985        7788780.843027934         -3388495.84203789         57755.55023156325         
-15515.45543172127        7797151.640062915         -3392139.420776267        57755.58148156325         
-15527.88994097937        7805522.401415063         -3395782.983338717        57755.61273156325         
-15540.32681214884        7813893.127169095         -3399426.529759233        57755.64398156325         
-15552.76603935067        7822263.817409424         -3403070.060071695        57755.67523156325         
-15565.20761662234        7830634.47222016          -3406713.57430987         57755.70648156325         
-15577.65153791798        7839005.091685095         -3410357.072507411        57755.73773156325         
-15590.09779710857        7847375.675887714         -3414000.554697859        57755.76898156325         
-15602.54638798212        7855746.224911201         -3417644.020914639        57755.80023156325         
-15614.9973042438         7864116.73883843          -3421287.471191069        57755.83148156325         
-15627.45053951619        7872487.217751969         -3424930.905560354        57755.86273156325         
-15639.90608733942        7880857.66173409          -3428574.324055586        57755.89398156325         
-15652.36394117136        7889228.070866755         -3432217.72670975         57755.92523156325         
-15664.82409438785        7897598.445231622         -3435861.113555716        57755.95648156325         
-15677.28654028284        7905968.784910058         -3439504.484626252        57755.98773156325         
-15689.75127206862        7914339.089983124         -3443147.839954013        57756.01898156325         
-15702.218282876          7922709.360531582         -3446791.179571543        57756.05023156325         
-15714.68756575452        7931079.596635896         -3450434.503511283        57756.08148156325         
-15727.1591136711         7939449.798376245         -3454077.811805564        57756.11273156325         
-15739.63291951651        7947819.965832487         -3457721.104486613        57756.14398156325         
-15752.10897609608        7956190.099084203         -3461364.381586545        57756.17523156325         
-15764.58727613631        7964560.198210676         -3465007.643137371        57756.20648156325         
-15777.06781228345        7972930.263290896         -3468650.889171           57756.23773156325         
-15789.55057710374        7981300.294403564         -3472294.119719233        57756.26898156325         
-15802.03556308359        7989670.291627083         -3475937.334813767        57756.30023156325         
-15814.52276262986        7998040.25503957          -3479580.534486194        57756.33148156325         
-15827.01216807001        8006410.184718855         -3483223.718768005        57756.36273156325         
-15839.50377165238        8014780.080742477         -3486866.887690587        57756.39398156325         
-15851.99756554636        8023149.943187682         -3490510.041285221        57756.42523156325         
-15864.4935418427         8031519.77213144          -3494153.179583091        57756.45648156325         
-15876.99169255367        8039889.567650429         -3497796.302615275        57756.48773156325         
-15889.4920096133         8048259.329821043         -3501439.410412752        57756.51898156325         
-15901.99448487766        8056629.058719386         -3505082.503006397        57756.55023156325         
-15914.49911012507        8064998.754421294         -3508725.580426991        57756.58148156325         
-15927.00587705632        8073368.41700231          -3512368.64270521         57756.61273156325         
-15939.51477729497        8081738.046537692         -3516011.68987163         57756.64398156325         
-15952.02580238751        8090107.643102431         -3519654.72195673         57756.67523156325         
-15964.53894380372        8098477.206771226         -3523297.738990891        57756.70648156325         
-15977.0541929368         8106846.737618508         -3526940.741004394        57756.73773156325         
-15989.57154110372        8115216.235718419         -3530583.728027423        57756.76898156325         
-16002.09097954494        8123585.701144845         -3534226.700090066        57756.80023156325         
-16014.61249942666        8131955.133971362         -3537869.657222313        57756.83148156325         
-16027.13609183803        8140324.534271303         -3541512.599454057        57756.86273156325         
-16039.66174779351        8148693.902117707         -3545155.526815095        57756.89398156325         
-16052.18945823256        8157063.237583356         -3548798.439335132        57756.92523156325         
-16064.71921401997        8165432.540740743         -3552441.337043771        57756.95648156325         
-16077.25100594607        8173801.811662107         -3556084.219970529        57756.98773156325         
-16082.17141641085        8177087.494735344         -3557514.375256709        57756.99999999999         
