DefaultSC.EMInert.X       DefaultSC.EMInert.Y       DefaultSC.EMInert.Z       DefaultSC.UTCModJulian    
-8815.599282505103        3124480.770614517         -1358268.418959247        57738.17523156325         
-8827.803842061892        3132903.607666004         -1361934.450841143        57738.20648156325         
-8840.00571822954         3141326.21219481          -1365600.382051792        57738.23773156325         
-8852.204916246448        3149748.585429451         -1369266.213130732        57738.26898156325         
-8864.4014414085          3158170.728588535         -1372931.944613168        57738.30023156325         
-8876.59529902386         3166592.642880892         -1376597.577030025        57738.33148156325         
-8888.786494444861        3175014.329505666         -1380263.110907987        57738.36273156325         
-8900.975033053712        3183435.78965242          -1383928.546769547        57738.39398156325         
-8913.160920293969        3191857.024501237         -1387593.88513305         57738.42523156325         
-8925.344161625764        3200278.035222831         -1391259.126512737        57738.45648156325         
-8937.52476255731         3208698.822978638         -1394924.271418788        57738.48773156325         
-8949.702728630682        3217119.388920922         -1398589.320357363        57738.51898156325         
-8961.8780654529          3225539.734192862         -1402254.273830648        57738.55023156325         
-8974.050778651592        3233959.85992866          -1405919.132336894        57738.58148156325         
-8986.220873906112        3242379.767253628         -1409583.896370455        57738.61273156325         
-8998.388356933416        3250799.457284294         -1413248.566421839        57738.64398156325         
-9010.553233518689        3259218.931128469         -1416913.142977734        57738.67523156325         
-9022.715509471573        3267638.189885367         -1420577.626521057        57738.70648156325         
-9034.875190656749        3276057.234645682         -1424242.017530994        57738.73773156325         
-9047.032282980039        3284476.066491681         -1427906.316483028        57738.76898156325         
-9059.18679241849         3292894.686497275         -1431570.523848989        57738.80023156325         
-9071.338724977169        3301313.095728136         -1435234.640097085        57738.83148156325         
-9083.488086719313        3309731.295241758         -1438898.66569194         57738.86273156325         
-9095.634883759731        3318149.286087554         -1442562.601094631        57738.89398156325         
-9107.779122258382        3326567.069306938         -1446226.446762722        57738.92523156325         
-9119.920808449826        3334984.645933393         -1449890.203150306        57738.95648156325         
-9132.059948600812        3343402.016992578         -1453553.870708033        57738.98773156325         
-9144.196549039752        3351819.183502391         -1457217.449883146        57739.01898156325         
-9156.330616143148        3360236.146473055         -1460880.94111952         57739.05023156325         
-9168.462156364509        3368652.906907182         -1464544.344857689        57739.08148156325         
-9180.591176192598        3377069.465799876         -1468207.661534888        57739.11273156325         
-9192.717682180355        3385485.82413879          -1471870.891585077        57739.14398156325         
-9204.84168093154         3393901.982904214         -1475534.035438978        57739.17523156325         
-9216.963179129029        3402317.943069127         -1479197.093524109        57739.20648156325         
-9229.082183493796        3410733.705599301         -1482860.066264811        57739.23773156325         
-9241.198700813278        3419149.271453353         -1486522.954082286        57739.26898156325         
-9253.312737934975        3427564.641582825         -1490185.75739462         57739.30023156325         
-9265.424301760255        3435979.816932256         -1493848.476616818        57739.33148156325         
-9277.533399271888        3444394.798439238         -1497511.112160839        57739.36273156325         
-9289.640037494015        3452809.587034505         -1501173.664435615        57739.39398156325         
-9301.744223519712        3461224.183641993         -1504836.133847091        57739.42523156325         
-9313.84596449813         3469638.589178907         -1508498.520798245        57739.45648156325         
-9325.945267661349        3478052.804555779         -1512160.825689126        57739.48773156325         
-9338.04214028519         3486466.830676552         -1515823.048916877        57739.51898156325         
-9350.13658971613         3494880.668438634         -1519485.190875762        57739.55023156325         
-9362.228623358682        3503294.318732969         -1523147.251957197        57739.58148156325         
-9374.31824870158         3511707.782444078         -1526809.232549778        57739.61273156325         
-9386.405473279458        3520121.060450157         -1530471.133039304        57739.64398156325         
-9398.490304699089        3528534.153623116         -1534132.953808808        57739.67523156325         
-9410.572750633301        3536947.062828645         -1537794.695238581        57739.70648156325         
-9422.65281881509         3545359.788926281         -1541456.357706199        57739.73773156325         
-9434.730517062944        3553772.332769446         -1545117.941586549        57739.76898156325         
-9446.805853243657        3562184.69520554          -1548779.447251856        57739.80023156325         
-9458.878835297706        3570596.877075973         -1552440.875071703        57739.83148156325         
-9470.949471227217        3579008.879216239         -1556102.225413062        57739.86273156325         
-9483.017769120537        3587420.702455948         -1559763.498640316        57739.89398156325         
-9495.083737116034        3595832.347618917         -1563424.695115285        57739.92523156325         
-9507.147383426733        3604243.815523202         -1567085.815197246        57739.95648156325         
-9519.208716334448        3612655.10698116          -1570746.85924296         57739.98773156325         
-9531.267744184195        3621066.222799511         -1574407.827606697        57740.01898156325         
-9543.324475407813        3629477.163779361         -1578068.720640255        57740.05023156325         
-9555.378918489014        3637887.930716301         -1581729.538692989        57740.08148156325         
-9567.43108198707         3646298.524400427         -1585390.282111825        57740.11273156325         
-9579.480974525461        3654708.945616407         -1589050.95124129         57740.14398156325         
-9591.528604814705        3663119.195143512         -1592711.546423533        57740.17523156325         
-9603.573981618467        3671529.273755694         -1596372.067998343        57740.20648156325         
-9615.61711377645         3679939.182221621         -1600032.516303174        57740.23773156325         
-9627.658010198842        3688348.92130473          -1603692.891673168        57740.26898156325         
-9639.696679861017        3696758.49176328          -1607353.194441171        57740.30023156325         
-9651.733131825335        3705167.894350374         -1611013.424937758        57740.33148156325         
-9663.767375208638        3713577.129814052         -1614673.583491254        57740.36273156325         
-9675.799419204122        3721986.198897302         -1618333.670427751        57740.39398156325         
-9687.829273070731        3730395.102338133         -1621993.68607113         57740.42523156325         
-9699.856946154116        3738803.840869582         -1625653.630743084        57740.45648156325         
-9711.882447855271        3747212.415219809         -1629313.504763132        57740.48773156325         
-9723.90578765168         3755620.82611211          -1632973.308448646        57740.51898156325         
-9735.926975092128        3764029.07426497          -1636633.042114861        57740.55023156325         
-9747.946019791116        3772437.160392115         -1640292.706074903        57740.58148156325         
-9759.962931449276        3780845.085202528         -1643952.300639803        57740.61273156325         
-9771.977719823528        3789252.849400532         -1647611.826118516        57740.64398156325         
-9783.990394746983        3797660.453685806         -1651271.282817942        57740.67523156325         
-9796.000966123891        3806067.898753434         -1654930.671042942        57740.70648156325         
-9808.009443924899        3814475.185293956         -1658589.991096355        57740.73773156325         
-9820.015838205773        3822882.313993377         -1662249.243279021        57740.76898156325         
-9832.020159079058        3831289.285533252         -1665908.427889793        57740.80023156325         
-9844.022416732896        3839696.100590702         -1669567.545225559        57740.83148156325         
-9856.022621421724        3848102.75983846          -1673226.595581253        57740.86273156325         
-9868.020783484108        3856509.263944888         -1676885.579249881        57740.89398156325         
-9880.016913315658        3864915.61357406          -1680544.49652253         57740.92523156325         
-9892.011021386952        3873321.809385765         -1684203.347688391        57740.95648156325         
-9904.003118238876        3881727.85203556          -1687862.133034769        57740.98773156325         
-9915.993214478291        3890133.742174811         -1691520.852847106        57741.01898156325         
-9927.981320794719        3898539.480450704         -1695179.507408994        57741.05023156325         
-9939.967447934865        3906945.067506319         -1698838.097002188        57741.08148156325         
-9951.951606719365        3915350.503980644         -1702496.621906628        57741.11273156325         
-9963.933808038384        3923755.790508619         -1706155.082400451        57741.14398156325         
-9975.9140628475          3932160.927721174         -1709813.478760007        57741.17523156325         
-9987.89238218321         3940565.916245238         -1713471.811259874        57741.20648156325         
-9999.868777139083        3948970.756703822         -1717130.080172878        57741.23773156325         
-10011.84325888137        3957375.449716013         -1720788.285770097        57741.26898156325         
-10023.81583864478        3965779.995897026         -1724446.428320888        57741.30023156325         
-10035.78652772865        3974184.39585824          -1728104.508092893        57741.33148156325         
-10047.75533751122        3982588.650207207         -1731762.52535206         57741.36273156325         
-10059.72227942749        3990992.759547723         -1735420.480362653        57741.39398156325         
-10071.68736498361        3999396.724479835         -1739078.373387268        57741.42523156325         
-10083.65060575291        4007800.54559988          -1742736.204686844        57741.45648156325         
-10095.61201337233        4016204.223500525         -1746393.974520683        57741.48773156325         
-10107.57159955545        4024607.758770769         -1750051.68314646         57741.51898156325         
-10119.52937607207        4033011.151996015         -1753709.330820235        57741.55023156325         
-10131.48535476139        4041414.40375808          -1757366.917796471        57741.58148156325         
-10143.4395475283         4049817.514635226         -1761024.444328045        57741.61273156325         
-10155.39196634005        4058220.4852022           -1764681.910666258        57741.64398156325         
-10167.34262323803        4066623.316030233         -1768339.317060855        57741.67523156325         
-10179.29153031916        4075026.007687118         -1771996.663760033        57741.70648156325         
-10191.23869974775        4083428.560737203         -1775653.951010453        57741.73773156325         
-10203.18414375214        4091830.975741435         -1779311.179057258        57741.76898156325         
-10215.12787462153        4100233.253257398         -1782968.348144082        57741.80023156325         
-10227.06990471661        4108635.393839295         -1786625.45851306         57741.83148156325         
-10239.01024645267        4117037.398038039         -1790282.510404845        57741.86273156325         
-10250.94891231023        4125439.26640125          -1793939.504058619        57741.89398156325         
-10262.88591483192        4133840.999473277         -1797596.439712102        57741.92523156325         
-10274.82126661966        4142242.597795242         -1801253.317601568        57741.95648156325         
-10286.7549803439         4150644.061905039         -1804910.137961854        57741.98773156325         
-10298.68706872864        4159045.392337401         -1808566.901026372        57742.01898156325         
-10310.61754456075        4167446.589623896         -1812223.607027124        57742.05023156325         
-10322.54642068714        4175847.654292966         -1815880.256194708        57742.08148156325         
-10334.47371001221        4184248.586869957         -1819536.848758333        57742.11273156325         
-10346.39942550582        4192649.387877115         -1823193.384945831        57742.14398156325         
-10358.32358019009        4201050.05783365          -1826849.864983662        57742.17523156325         
-10370.24618714757        4209450.597255746         -1830506.289096933        57742.20648156325         
-10382.16725951854        4217851.006656582         -1834162.657509404        57742.23773156325         
-10394.08681049882        4226251.286546365         -1837818.9704435          57742.26898156325         
-10406.00485334647        4234651.437432328         -1841475.228120321        57742.30023156325         
-10417.92140137041        4243051.459818797         -1845131.430759656        57742.33148156325         
-10429.83646793729        4251451.354207185         -1848787.578579985        57742.36273156325         
-10441.75006646912        4259851.121096025         -1852443.671798501        57742.39398156325         
-10453.66221044133        4268250.760981            -1856099.710631109        57742.42523156325         
-10465.57291338819        4276650.274354927         -1859755.695292447        57742.45648156325         
-10477.4821888933         4285049.661707846         -1863411.625995885        57742.48773156325         
-10489.39005059517        4293448.923526994         -1867067.502953544        57742.51898156325         
-10501.29651218513        4301848.060296839         -1870723.3263763          57742.55023156325         
-10513.20158740685        4310247.072499107         -1874379.096473796        57742.58148156325         
-10525.1052900547         4318645.960612808         -1878034.813454452        57742.61273156325         
-10537.00763397761        4327044.725114231         -1881690.477525476        57742.64398156325         
-10548.90863307188        4335443.366477003         -1885346.088892869        57742.67523156325         
-10560.80830128512        4343841.885172091         -1889001.647761438        57742.70648156325         
-10572.7066526146         4352240.281667823         -1892657.154334804        57742.73773156325         
-10584.60370110588        4360638.556429918         -1896312.60881541         57742.76898156325         
-10596.49946085544        4369036.709921475         -1899968.011404535        57742.80023156325         
-10608.39394600529        4377434.742603045         -1903623.362302297        57742.83148156325         
-10620.28717074572        4385832.654932611         -1907278.661707663        57742.86273156325         
-10632.17914931382        4394230.447365631         -1910933.909818462        57742.89398156325         
-10644.06989599299        4402628.120355041         -1914589.10683139         57742.92523156325         
-10655.95942511192        4411025.67435129          -1918244.252942019        57742.95648156325         
-10667.84775104567        4419423.109802333         -1921899.348344809        57742.98773156325         
-10679.73488821254        4427820.427153686         -1925554.393233108        57743.01898156325         
-10691.62085107525        4436217.626848427         -1929209.387799172        57743.05023156325         
-10703.50565413988        4444614.709327211         -1932864.332234165        57743.08148156325         
-10715.38931195522        4453011.675028302         -1936519.226728167        57743.11273156325         
-10727.27183911254        4461408.524387561         -1940174.071470191        57743.14398156325         
-10739.15325024434        4469805.257838514         -1943828.866648182        57743.17523156325         
-10751.03356002423        4478201.875812326         -1947483.612449026        57743.20648156325         
-10762.91278316622        4486598.378737843         -1951138.309058561        57743.23773156325         
-10774.7909344241         4494994.767041599         -1954792.956661586        57743.26898156325         
-10786.6680285911         4503391.041147848         -1958447.555441863        57743.30023156325         
-10798.54408049818        4511787.201478545         -1962102.105582133        57743.33148156325         
-10810.41910501501        4520183.24845341          -1965756.607264115        57743.36273156325         
-10822.29311704837        4528579.182489924         -1969411.060668519        57743.39398156325         
-10834.16613154171        4536975.004003339         -1973065.465975053        57743.42523156325         
-10846.03816347456        4545370.713406706         -1976719.823362428        57743.45648156325         
-10857.9092278626         4553766.311110892         -1980374.133008365        57743.48773156325         
-10869.77933975436        4562161.797524571         -1984028.39508961         57743.51898156325         
-10881.64851423447        4570557.173054285         -1987682.609781929        57743.55023156325         
-10893.51676642053        4578952.438104426         -1991336.777260126        57743.58148156325         
-10905.38411146308        4587347.593077268         -1994990.897698044        57743.61273156325         
-10917.25056454591        4595742.638372978         -1998644.971268572        57743.64398156325         
-10929.11614088163        4604137.574389613         -2002298.998143658        57743.67523156325         
-10940.98085571668        4612532.401523176         -2005952.978494306        57743.70648156325         
-10952.84472432698        4620927.1201676           -2009606.912490593        57743.73773156325         
-10964.7077620182         4629321.730714773         -2013260.800301669        57743.76898156325         
-10976.56998412511        4637716.233554553         -2016914.642095765        57743.80023156325         
-10988.43140601231        4646110.62907479          -2020568.438040202        57743.83148156325         
-11000.29204306821        4654504.917661306         -2024222.188301396        57743.86273156325         
-11012.15191071235        4662899.099697968         -2027875.893044864        57743.89398156325         
-11024.01102438949        4671293.175566656         -2031529.552435231        57743.92523156325         
-11035.8693995703         4679687.145647298         -2035183.166636237        57743.95648156325         
-11047.72705175065        4688081.010317874         -2038836.735810742        57743.98773156325         
-11059.58399645275        4696474.769954448         -2042490.260120732        57744.01898156325         
-11071.44024921763        4704868.424931144         -2046143.739727332        57744.05023156325         
-11083.29582561467        4713261.975620208         -2049797.174790799        57744.08148156325         
-11095.1507412342         4721655.422391994         -2053450.565470541        57744.11273156325         
-11107.00501168856        4730048.765614972         -2057103.911925114        57744.14398156325         
-11118.8586526114         4738442.005655762         -2060757.214312233        57744.17523156325         
-11130.71167965708        4746835.142879138         -2064410.47278878         57744.20648156325         
-11142.56410850209        4755228.177648041         -2068063.6875108          57744.23773156325         
-11154.41595483598        4763621.110323573         -2071716.85863352         57744.26898156325         
-11166.26723437326        4772013.941265049         -2075369.986311344        57744.30023156325         
-11178.11796284444        4780406.670829985         -2079023.070697864        57744.33148156325         
-11189.9681559974         4788799.299374112         -2082676.111945866        57744.36273156325         
-11201.81782959676        4797191.827251392         -2086329.110207332        57744.39398156325         
-11213.66699942566        4805584.254814039         -2089982.065633448        57744.42523156325         
-11225.51568127526        4813976.582412498         -2093634.978374613        57744.45648156325         
-11237.36389095875        4822368.810395508         -2097287.848580436        57744.48773156325         
-11249.21164430101        4830760.939110076         -2100940.676399751        57744.51898156325         
-11261.05895714081        4839152.968901501         -2104593.461980614        57744.55023156325         
-11272.9058453295         4847544.900113393         -2108246.205470314        57744.58148156325         
-11284.75232473339        4855936.733087677         -2111898.907015376        57744.61273156325         
-11296.59841122191        4864328.468164584         -2115551.566761567        57744.64398156325         
-11308.44412068368        4872720.105682711         -2119204.1848539          57744.67523156325         
-11320.28946901477        4881111.645978995         -2122856.761436643        57744.70648156325         
-11332.13447212078        4889503.089388737         -2126509.296653316        57744.73773156325         
-11343.97914591624        4897894.436245604         -2130161.790646706        57744.76898156325         
-11355.82350632392        4906285.68688166          -2133814.243558866        57744.80023156325         
-11367.66756927737        4914676.841627357         -2137466.655531117        57744.83148156325         
-11379.51135070759        4923067.900811546         -2141119.026704066        57744.86273156325         
-11391.3548665613         4931458.864761508         -2144771.357217595        57744.89398156325         
-11403.19813278777        4939849.733802947         -2148423.647210874        57744.92523156325         
-11415.04116534127        4948240.508260005         -2152075.896822367        57744.95648156325         
-11426.88398018042        4956631.188455277         -2155728.106189834        57744.98773156325         
-11438.72659327104        4965021.774709821         -2159380.275450336        57745.01898156325         
-11450.56902057158        4973412.267343144         -2163032.404740239        57745.05023156325         
-11462.4112780533         4981802.666673258         -2166684.494195221        57745.08148156325         
-11474.2533816858         4990192.973016655         -2170336.543950275        57745.11273156325         
-11486.09534743982        4998583.186688331         -2173988.554139713        57745.14398156325         
-11497.93719128658        5006973.30800179          -2177640.524897172        57745.17523156325         
-11509.77892919719        5015363.337269059         -2181292.456355618        57745.20648156325         
-11521.62057714582        5023753.274800702         -2184944.348647351        57745.23773156325         
-11533.46215109369        5032143.120905804         -2188596.201904009        57745.26898156325         
-11545.30366701147        5040532.875892017         -2192248.016256568        57745.30023156325         
-11557.14514086332        5048922.54006555          -2195899.791835358        57745.33148156325         
-11568.98658861008        5057312.113731178         -2199551.528770052        57745.36273156325         
-11580.82802620866        5065701.59719226          -2203203.227189685        57745.39398156325         
-11592.66946961137        5074090.990750734         -2206854.887222645        57745.42523156325         
-11604.51093476954        5082480.294707149         -2210506.508996687        57745.45648156325         
-11616.35243761607        5090869.50936064          -2214158.092638935        57745.48773156325         
-11628.19399408994        5099258.635008973         -2217809.638275882        57745.51898156325         
-11640.0356201189         5107647.671948535         -2221461.146033397        57745.55023156325         
-11651.87733162296        5116036.620474349         -2225112.616036732        57745.58148156325         
-11663.71914451383        5124425.480880073         -2228764.04841052         57745.61273156325         
-11675.56107469429        5132814.253458023         -2232415.443278783        57745.64398156325         
-11687.40313806205        5141202.938499179         -2236066.800764934        57745.67523156325         
-11699.24535049112        5149591.536293166         -2239718.120991785        57745.70648156325         
-11711.0877278582         5157980.047128311         -2243369.404081544        57745.73773156325         
-11722.93028602413        5166368.471291617         -2247020.650155826        57745.76898156325         
-11734.77304083771        5174756.809068783         -2250671.859335651        57745.80023156325         
-11746.61600813512        5183145.060744205         -2254323.031741451        57745.83148156325         
-11758.45920373933        5191533.226600997         -2257974.167493075        57745.86273156325         
-11770.30264346432        5199921.30692099          -2261625.266709786        57745.89398156325         
-11782.14634309509        5208309.301984729         -2265276.329510277        57745.92523156325         
-11793.9903184161         5216697.212071507         -2268927.35601266         57745.95648156325         
-11805.83458519138        5225085.037459359         -2272578.34633448         57745.98773156325         
-11817.67915916868        5233472.778425068         -2276229.300592717        57746.01898156325         
-11829.52405607895        5241860.435244173         -2279880.218903786        57746.05023156325         
-11841.36929163572        5250248.008190978         -2283531.10138354         57746.08148156325         
-11853.21488153964        5258635.497538578         -2287181.948147283        57746.11273156325         
-11865.06084145734        5267022.903558818         -2290832.759309761        57746.14398156325         
-11876.90718705165        5275410.226522358         -2294483.534985174        57746.17523156325         
-11888.75393396051        5283797.466698645         -2298134.275287176        57746.20648156325         
-11900.60109780148        5292184.624355929         -2301784.980328877        57746.23773156325         
-11912.44869417121        5300571.69976128          -2305435.650222852        57746.26898156325         
-11924.29673864481        5308958.693180572         -2309086.285081137        57746.30023156325         
-11936.1452467753         5317345.604878519         -2312736.885015239        57746.33148156325         
-11947.99423409852        5325732.435118663         -2316387.450136135        57746.36273156325         
-11959.84371611064        5334119.184163379         -2320037.980554278        57746.39398156325         
-11971.69370830041        5342505.852273899         -2323688.476379598        57746.42523156325         
-11983.54422612675        5350892.439710305         -2327338.937721506        57746.45648156325         
-11995.39528502362        5359278.946731544         -2330989.364688898        57746.48773156325         
-12007.24690039948        5367665.373595426         -2334639.757390156        57746.51898156325         
-12019.09908763671        5376051.720558641         -2338290.115933157        57746.55023156325         
-12030.95186209108        5384437.987876758         -2341940.440425267        57746.58148156325         
-12042.80523909693        5392824.17580424          -2345590.730973352        57746.61273156325         
-12054.65923394358        5401210.28459443          -2349240.987683778        57746.64398156325         
-12066.51386190929        5409596.314499588         -2352891.210662411        57746.67523156325         
-12078.36913823775        5417982.265770874         -2356541.400014627        57746.70648156325         
-12090.22507814326        5426368.13865837          -2360191.555845309        57746.73773156325         
-12102.08169681018        5434753.933411075         -2363841.678258853        57746.76898156325         
-12113.9390093924         5443139.650276915         -2367491.767359172        57746.80023156325         
-12125.79703101276        5451525.289502755         -2371141.823249693        57746.83148156325         
-12137.65577676864        5459910.851334396         -2374791.846033366        57746.86273156325         
-12149.51526170714        5468296.33601658          -2378441.835812667        57746.89398156325         
-12161.37550086088        5476681.743793011         -2382091.792689594        57746.92523156325         
-12173.23650922327        5485067.074906349         -2385741.716765681        57746.95648156325         
-12185.09830175403        5493452.32959822          -2389391.608141989        57746.98773156325         
-12196.96089337868        5501837.508109219         -2393041.466919116        57747.01898156325         
-12208.82429898798        5510222.610678921         -2396691.293197199        57747.05023156325         
-12220.68853343745        5518607.637545876         -2400341.087075914        57747.08148156325         
-12232.55361155312        5526992.588947635         -2403990.848654483        57747.11273156325         
-12244.41954810585        5535377.465120732         -2407640.578031672        57747.14398156325         
-12256.28635784853        5543762.266300708         -2411290.275305798        57747.17523156325         
-12268.15405549046        5552146.992722112         -2414939.940574729        57747.20648156325         
-12280.0226557031         5560531.644618499         -2418589.573935886        57747.23773156325         
-12291.89217311958        5568916.222222445         -2422239.175486248        57747.26898156325         
-12303.76262233417        5577300.725765546         -2425888.745322355        57747.30023156325         
-12315.6340179018         5585685.155478433         -2429538.283540305        57747.33148156325         
-12327.50637433757        5594069.511590765         -2433187.790235767        57747.36273156325         
-12339.37970612278        5602453.794331249         -2436837.26550397         57747.39398156325         
-12351.25402767821        5610838.003927621         -2440486.70943972         57747.42523156325         
-12363.12935340299        5619222.140606685         -2444136.122137393        57747.45648156325         
-12375.00569764785        5627606.204594293         -2447785.503690937        57747.48773156325         
-12386.88307472124        5635990.196115358         -2451434.85419388         57747.51898156325         
-12398.76149888881        5644374.11539386          -2455084.173739329        57747.55023156325         
-12410.64098437291        5652757.962652854         -2458733.462419976        57747.58148156325         
-12422.52154535216        5661141.738114465         -2462382.720328094        57747.61273156325         
-12434.40319596095        5669525.441999907         -2466031.947555544        57747.64398156325         
-12446.28595029573        5677909.074529479         -2469681.144193779        57747.67523156325         
-12458.16982238742        5686292.635922566         -2473330.310333841        57747.70648156325         
-12470.05482624165        5694676.126397659         -2476979.446066369        57747.73773156325         
-12481.94097581111        5703059.546172347         -2480628.551481597        57747.76898156325         
-12493.82828500195        5711442.895463325         -2484277.626669357        57747.80023156325         
-12505.71676767326        5719826.174486401         -2487926.671719083        57747.83148156325         
-12517.60643763662        5728209.383456504         -2491575.686719815        57747.86273156325         
-12529.49730865565        5736592.522587677         -2495224.671760196        57747.89398156325         
-12541.38939444555        5744975.592093095         -2498873.626928478        57747.92523156325         
-12553.28270867965        5753358.592185065         -2502522.552312523        57747.95648156325         
-12565.17726496098        5761741.52307502          -2506171.447999807        57747.98773156325         
-12577.07307686376        5770124.384973546         -2509820.314077419        57748.01898156325         
-12588.97015790502        5778507.178090367         -2513469.150632066        57748.05023156325         
-12600.86852155115        5786889.90263436          -2517117.957750074        57748.08148156325         
-12612.76818121741        5795272.558813555         -2520766.735517389        57748.11273156325         
-12624.66915026756        5803655.14683514          -2524415.484019583        57748.14398156325         
-12636.57144201337        5812037.666905468         -2528064.203341852        57748.17523156325         
-12648.47506971424        5820420.119230058         -2531712.89356902         57748.20648156325         
-12660.38004657672        5828802.504013602         -2535361.554785539        57748.23773156325         
-12672.28638576129        5837184.821459975         -2539010.187075497        57748.26898156325         
-12684.19410035322        5845567.071772218         -2542658.790522613        57748.30023156325         
-12696.10320340519        5853949.255152569         -2546307.365210242        57748.33148156325         
-12708.0137079082         5862331.371802455         -2549955.911221378        57748.36273156325         
-12719.92562679829        5870713.421922491         -2553604.428638653        57748.39398156325         
-12731.83897295616        5879095.405712497         -2557252.917544346        57748.42523156325         
-12743.75375920673        5887477.323371492         -2560901.378020375        57748.45648156325         
-12755.66999831874        5895859.175097702         -2564549.810148307        57748.48773156325         
-12767.58770300435        5904240.96108856          -2568198.214009355        57748.51898156325         
-12779.50688591875        5912622.681540718         -2571846.589684383        57748.55023156325         
-12791.42755965975        5921004.336650046         -2575494.937253908        57748.58148156325         
-12803.34973677468        5929385.926611635         -2579143.256798097        57748.61273156325         
-12815.27342973071        5937767.451619805         -2582791.54839678         57748.64398156325         
-12827.19865095839        5946148.911868105         -2586439.812129437        57748.67523156325         
-12839.12541282199        5954530.307549319         -2590088.048075212        57748.70648156325         
-12851.05372762642        5962911.638855471         -2593736.256312908        57748.73773156325         
-12862.98360761682        5971292.905977826         -2597384.436920994        57748.76898156325         
-12874.91506497823        5979674.109106897         -2601032.589977603        57748.80023156325         
-12886.84811183514        5988055.248432444         -2604680.715560534        57748.83148156325         
-12898.78276025117        5996436.324143483         -2608328.813747255        57748.86273156325         
-12910.71902222868        6004817.33642829          -2611976.884614906        57748.89398156325         
-12922.65690970834        6013198.285474399         -2615624.928240297        57748.92523156325         
-12934.59643457631        6021579.171468612         -2619272.944699916        57748.95648156325         
-12946.53760863397        6029959.994596994         -2622920.934069922        57748.98773156325         
-12958.48044364231        6038340.75504489          -2626568.896426157        57749.01898156325         
-12970.42495129177        6046721.45299692          -2630216.831844138        57749.05023156325         
-12982.37114320928        6055102.088636979         -2633864.740399066        57749.08148156325         
-12994.31903095796        6063482.662148249         -2637512.622165824        57749.11273156325         
-13006.26862603672        6071863.173713199         -2641160.47721898         57749.14398156325         
-13018.21993987994        6080243.623513589         -2644808.305632786        57749.17523156325         
-13030.17298385707        6088624.011730472         -2648456.107481188        57749.20648156325         
-13042.12776927234        6097004.338544196         -2652103.882837815        57749.23773156325         
-13054.08430736437        6105384.604134413         -2655751.63177599         57749.26898156325         
-13066.04260931337        6113764.80868008          -2659399.35436873         57749.30023156325         
-13078.00268621068        6122144.952359458         -2663047.050688745        57749.33148156325         
-13089.96454910362        6130525.035350122         -2666694.720808444        57749.36273156325         
-13101.928208965          6138905.057828964         -2670342.364799931        57749.39398156325         
-13113.89367670035        6147285.019972189         -2673989.982735011        57749.42523156325         
-13125.86096314758        6155664.921955324         -2677637.57468519         57749.45648156325         
-13137.83007907665        6164044.763953222         -2681285.140721676        57749.48773156325         
-13149.80103518923        6172424.546140061         -2684932.680915382        57749.51898156325         
-13161.7738421184         6180804.268689353         -2688580.195336927        57749.55023156325         
-13173.74851042831        6189183.931773947         -2692227.684056638        57749.58148156325         
-13185.72505061386        6197563.535566019         -2695875.147144549        57749.61273156325         
-13197.70347310041        6205943.080237094         -2699522.584670406        57749.64398156325         
-13209.68378824343        6214322.565958039         -2703169.996703667        57749.67523156325         
-13221.66600633576        6222701.992899068         -2706817.383313504        57749.70648156325         
-13233.65013757707        6231081.36122974          -2710464.744568802        57749.73773156325         
-13245.63619211892        6239460.671118975         -2714112.080538166        57749.76898156325         
-13257.62418003419        6247839.922735042         -2717759.391289916        57749.80023156325         
-13269.61411132436        6256219.116245573         -2721406.676892093        57749.83148156325         
-13281.60599591921        6264598.251817562         -2725053.937412459        57749.86273156325         
-13293.59984367651        6272977.329617362         -2728701.172918498        57749.89398156325         
-13305.59566438172        6281356.349810701         -2732348.383477416        57749.92523156325         
-13317.59346774773        6289735.312562676         -2735995.569156148        57749.95648156325         
-13329.59326341457        6298114.218037759         -2739642.730021356        57749.98773156325         
-13341.59506094906        6306493.066399792         -2743289.866139427        57750.01898156325         
-13353.59886984459        6314871.857812005         -2746936.977576477        57750.05023156325         
-13365.60469952085        6323250.592437009         -2750584.064398359        57750.08148156325         
-13377.61255932349        6331629.270436794         -2754231.126670651        57750.11273156325         
-13389.62245853138        6340007.891972743         -2757878.164458669        57750.14398156325         
-13401.63440632632        6348386.457205631         -2761525.177827463        57750.17523156325         
-13413.64841183779        6356764.966295625         -2765172.166841822        57750.20648156325         
-13425.66448411267        6365143.419402288         -2768819.131566269        57750.23773156325         
-13437.68263212249        6373521.816684584         -2772466.072065069        57750.26898156325         
-13449.70286476312        6381900.158300879         -2776112.988402226        57750.30023156325         
-13461.72519085454        6390278.44440894          -2779759.880641487        57750.33148156325         
-13473.74961914059        6398656.675165947         -2783406.748846342        57750.36273156325         
-13485.77615828871        6407034.850728483         -2787053.593080025        57750.39398156325         
-13497.80481688963        6415412.97125255          -2790700.413405516        57750.42523156325         
-13509.83560345722        6423791.036893565         -2794347.209885543        57750.45648156325         
-13521.86852642817        6432169.04780636          -2797993.982582581        57750.48773156325         
-13533.90359416174        6440547.004145186         -2801640.731558855        57750.51898156325         
-13545.94081493954        6448924.906063724         -2805287.456876344        57750.55023156325         
-13557.9801969653         6457302.753715076         -2808934.158596775        57750.58148156325         
